"unique_NM","gene","code"
"NM_001145877","Slc25a44",39
"NM_134154","Slc25a45",0
"NM_026165","Slc25a46",1
"NM_001012310","Slc25a47",0
"NM_177809","Slc25a48",1
"NM_007451","Slc25a5",0
"NM_001009949","Slc25a51",1
"NM_001114179","Slc25a53",0
"NM_001082412","Slc25a53",0
"NM_029054","Slc25a54",0
"NM_174870","Slc26a1",0
"NM_177615","Slc26a10",0
"NM_178743","Slc26a11",1
"NM_007885","Slc26a2",1
"NM_021353","Slc26a3",0
"NM_011867","Slc26a4",0
"NM_030727","Slc26a5",21
"NM_001289787","Slc26a5",29
"NM_001289788","Slc26a5",99
"NM_134420","Slc26a6",0
"NM_145947","Slc26a7",1
"NM_001290320","Slc26a8",0
"NM_177243","Slc26a9",1
"NM_011977","Slc27a1",11
"NM_011978","Slc27a2",0
"NM_011988","Slc27a3",0
"NM_011989","Slc27a4",0
"NM_009512","Slc27a5",0
"NM_001081072","Slc27a6",0
"NM_001004184","Slc28a1",0
"NM_172980","Slc28a2",0
"NM_022317","Slc28a3",0
"NM_001199114","Slc29a1",1
"NM_001199115","Slc29a1",101
"NM_022880","Slc29a1",0
"NM_001199116","Slc29a1",11
"NM_001199113","Slc29a1",1
"NM_007854","Slc29a2",1
"NM_023596","Slc29a3",0
"NM_146257","Slc29a4",0
"NM_011400","Slc2a1",0
"NM_130451","Slc2a10",0
"NM_178934","Slc2a12",0
"NM_001033633","Slc2a13",0
"NM_031197","Slc2a2",0
"NM_011401","Slc2a3",0
"NM_009204","Slc2a4",0
"NR_045164","Slc2a4rg-ps",0
"NM_019741","Slc2a5",0
"NM_172659","Slc2a6",1
"NM_001177627","Slc2a6",9
"NM_001085529","Slc2a7",0
"NM_019488","Slc2a8",11
"NM_145559","Slc2a9",90
"NM_001102414","Slc2a9",1
"NM_001012363","Slc2a9",1
"NM_001102415","Slc2a9",90
"NM_009579","Slc30a1",0
"NM_001033286","Slc30a10",0
"NM_001039677","Slc30a2",0
"NM_011773","Slc30a3",0
"NM_011774","Slc30a4",1
"NM_001290993","Slc30a4",9
"NM_022885","Slc30a5",111
"NM_001252478","Slc30a6",2
"NM_144798","Slc30a6",9
"NM_023214","Slc30a7",1
"NM_172816","Slc30a8",0
"NM_178651","Slc30a9",1
"NM_175090","Slc31a1",0
"NM_025286","Slc31a2",1
"NM_001290518","Slc31a2",1
"NM_009508","Slc32a1",0
"NM_001272035","Slc33a1",9
"NM_015728","Slc33a1",4
"NM_011392","Slc34a1",0
"NM_011402","Slc34a2",0
"NM_080854","Slc34a3",0
"NM_011895","Slc35a1",1
"NM_078484","Slc35a2",1
"NM_001083937","Slc35a2",0
"NM_144902","Slc35a3",0
"NM_001083317","Slc35a4",91
"NM_026404","Slc35a4",40
"NM_028756","Slc35a5",0
"NM_016752","Slc35b1",0
"NM_028662","Slc35b2",0
"NM_134060","Slc35b3",9010
"NM_001170431","Slc35b3",10
"NM_001170430","Slc35b3",3010
"NM_021435","Slc35b4",0
"NM_145832","Slc35c1",0
"NM_211358","Slc35c1",0
"NM_001252573","Slc35c2",42011
"NR_045544","Slc35c2",90011
"NM_001252575","Slc35c2",911
"NM_144893","Slc35c2",211
"NM_001252574","Slc35c2",9011
"NM_177732","Slc35d1",0
"NM_001001321","Slc35d2",1
"NM_029529","Slc35d3",0
"NM_177766","Slc35e1",0
"NM_177186","Slc35e2",0
"NM_029875","Slc35e3",0
"NM_153142","Slc35e4",0
"NM_178675","Slc35f1",0
"NM_028060","Slc35f2",0
"NM_175434","Slc35f3",0
"NM_029238","Slc35f4",0
"NM_028787","Slc35f5",11
"NM_175675","Slc35f6",0
"NM_175507","Slc35g1",0
"NM_001101483","Slc35g2",0
"NM_019871","Slc35g3",0
"NM_153139","Slc36a1",0
"NR_046034","Slc36a1os",0
"NM_153170","Slc36a2",0
"NM_172258","Slc36a3",0
"NM_172289","Slc36a4",0
"NM_153062","Slc37a1",1
"NM_001242427","Slc37a1",1
"NM_020258","Slc37a2",91
"NM_001145960","Slc37a2",11
"NM_028123","Slc37a3",1
"NM_008063","Slc37a4",0
"NM_134086","Slc38a1",1
"NM_001166456","Slc38a1",1
"NM_001166458","Slc38a1",1
"NM_001164798","Slc38a10",1111
"NM_001164800","Slc38a10",19111
"NM_024249","Slc38a10",1111
"NM_001164799","Slc38a10",19111
"NM_001164802","Slc38a10",11
"NM_001164801","Slc38a10",11
"NM_177074","Slc38a11",0
"NM_175121","Slc38a2",11
"NM_001199218","Slc38a3",0
"NM_001199217","Slc38a3",9
"NM_023805","Slc38a3",3
"NM_027052","Slc38a4",0
"NM_172479","Slc38a5",0
"NM_001037717","Slc38a6",11011
"NM_172758","Slc38a7",0
"NM_001009950","Slc38a8",0
"NM_178746","Slc38a9",0
"NM_013901","Slc39a1",0
"NM_172653","Slc39a10",1
"NM_001166503","Slc39a11",3
"NM_027216","Slc39a11",9
"NM_001012305","Slc39a12",0
"NM_001290765","Slc39a13",22010
"NR_110981","Slc39a13",9290
"NM_026721","Slc39a13",90911
"NM_001135151","Slc39a14",1
"NM_001135152","Slc39a14",0
"NM_144808","Slc39a14",1
"NM_001039676","Slc39a2",0
"NM_134135","Slc39a3",0
"NM_028064","Slc39a4",1
"NM_028092","Slc39a5",0
"NM_028051","Slc39a5",0
"NM_001136237","Slc39a5",0
"NM_139143","Slc39a6",0
"NM_008202","Slc39a7",4
"NM_001077709","Slc39a7",9
"NM_026228","Slc39a8",0
"NM_001135149","Slc39a8",0
"NM_001135150","Slc39a8",0
"NM_026244","Slc39a9",1
"NM_009205","Slc3a1",0
"NM_008577","Slc3a2",1
"NM_001161413","Slc3a2",1
"NM_016917","Slc40a1",0
"NM_173865","Slc41a1",1
"NM_177388","Slc41a2",0
"NM_027868","Slc41a3",1
"NM_001037493","Slc41a3",1
"NM_001081349","Slc43a1",0
"NM_024497","Slc43a1",0
"NM_001083809","Slc43a1",0
"NM_173388","Slc43a2",91
"NM_001199284","Slc43a2",31
"NM_001199283","Slc43a2",1
"NM_021398","Slc43a3",1010
"NM_133891","Slc44a1",110
"NM_001159633","Slc44a1",110
"NM_001199186","Slc44a2",1
"NM_152808","Slc44a2",1
"NM_145394","Slc44a3",0
"NM_023557","Slc44a4",0
"NM_001081263","Slc44a5",0
"NM_173774","Slc45a1",0
"NM_053077","Slc45a2",0
"NM_001177628","Slc45a3",1
"NM_145977","Slc45a3",1
"NM_001168255","Slc45a4",0
"NM_001033219","Slc45a4",0
"NM_026740","Slc46a1",0
"NM_021053","Slc46a2",0
"NM_027872","Slc46a3",0
"NM_026183","Slc47a1",0
"NM_001033542","Slc47a2",0
"NM_026353","Slc48a1",0
"NM_011403","Slc4a1",0
"NM_001242383","Slc4a10",9
"NM_001242379","Slc4a10",99
"NM_033552","Slc4a10",91
"NM_001242381","Slc4a10",1
"NM_001242382","Slc4a10",9
"NM_001242380","Slc4a10",11
"NM_001242378","Slc4a10",19
"NM_001081162","Slc4a11",1
"NM_009206","Slc4a1ap",1
"NM_009207","Slc4a2",0
"NM_001253892","Slc4a2",0
"NM_009208","Slc4a3",0
"NM_001136260","Slc4a4",39
"NM_001197147","Slc4a4",91
"NM_018760","Slc4a4",31
"NM_001166067","Slc4a5",0
"NM_001033270","Slc4a7",1
"NM_021530","Slc4a8",11
"NM_001271546","Slc4a9",921010
"NM_001271544","Slc4a9",321010
"NM_001271547","Slc4a9",321901
"NM_001271545","Slc4a9",321190
"NM_172830","Slc4a9",390010
"NM_009057","Slc50a1",1
"NM_145932","Slc51a",0
"NM_178933","Slc51b",0
"NM_029643","Slc52a2",0
"NM_027172","Slc52a3",1
"NM_001164820","Slc52a3",9
"NM_001164819","Slc52a3",1
"NM_019810","Slc5a1",0
"NM_001033227","Slc5a10",0
"NM_146198","Slc5a11",0
"NM_001003915","Slc5a12",0
"NM_001177624","Slc5a12",0
"NM_133254","Slc5a2",0
"NM_017391","Slc5a3",0
"NM_133184","Slc5a4a",0
"NM_023219","Slc5a4b",0
"NM_053248","Slc5a5",0
"NM_001177622","Slc5a6",0
"NM_177870","Slc5a6",0
"NM_001177621","Slc5a6",0
"NM_022025","Slc5a7",0
"NM_145423","Slc5a8",1
"NM_145551","Slc5a9",101
"NM_178703","Slc6a1",0
"NM_172890","Slc6a11",0
"NM_133661","Slc6a12",0
"NM_144512","Slc6a13",0
"NM_020049","Slc6a14",0
"NM_001252330","Slc6a15",9
"NM_175328","Slc6a15",1
"NM_172271","Slc6a17",1
"NM_001168645","Slc6a18",0
"NM_001040692","Slc6a18",20
"NM_001168646","Slc6a18",91
"NM_001168643","Slc6a18",99
"NM_001168644","Slc6a18",20
"NM_001136087","Slc6a18",0
"NM_028878","Slc6a19",0
"NM_027780","Slc6a19os",0
"NM_009209","Slc6a2",0
"NM_139142","Slc6a20a",0
"NM_011731","Slc6a20b",0
"NM_010020","Slc6a3",0
"NM_010484","Slc6a4",0
"NM_001146013","Slc6a5",11
"NM_148931","Slc6a5",10
"NM_009320","Slc6a6",1
"NM_201353","Slc6a7",1
"NM_001142809","Slc6a8",9011
"NM_133987","Slc6a8",3311
"NM_001142810","Slc6a8",911
"NM_008135","Slc6a9",0
"NM_007513","Slc7a1",0
"NM_017394","Slc7a10",0
"NM_011990","Slc7a11",1
"NM_080852","Slc7a12",0
"NM_028746","Slc7a13",0
"NM_172861","Slc7a14",0
"NM_177802","Slc7a15",0
"NM_001038660","Slc7a15",0
"NM_001286385","Slc7a15",0
"NM_001044740","Slc7a2",0
"NM_007514","Slc7a2",0
"NM_007515","Slc7a3",1
"NM_144852","Slc7a4",0
"NM_011404","Slc7a5",1
"NM_178798","Slc7a6",0
"NM_001007567","Slc7a6os",1
"NM_001253679","Slc7a7",1900110
"NM_001253680","Slc7a7",1000110
"NM_011405","Slc7a7",1100110
"NM_016972","Slc7a8",0
"NM_001199015","Slc7a9",1
"NM_001199016","Slc7a9",0
"NM_021291","Slc7a9",0
"NM_001286684","Slc8a1",910010
"NR_104580","Slc8a1",409101
"NM_011406","Slc8a1",410010
"NM_001112798","Slc8a1",491990
"NM_148946","Slc8a2",1
"NM_001167920","Slc8a3",0
"NM_080440","Slc8a3",0
"NM_001177595","Slc8b1",0
"NM_001177594","Slc8b1",1
"NM_133221","Slc8b1",1
"NM_016981","Slc9a1",11
"NM_001033289","Slc9a2",0
"NM_001081060","Slc9a3",0
"NM_012030","Slc9a3r1",1
"NM_023055","Slc9a3r2",0
"NM_023449","Slc9a3r2",0
"NM_177084","Slc9a4",1
"NM_001081332","Slc9a5",1
"NM_172780","Slc9a6",0
"NM_177353","Slc9a7",10100
"NM_178371","Slc9a8",91100
"NM_148929","Slc9a8",11100
"NM_177909","Slc9a9",0
"NM_028946","Slc9b1",0
"NM_178877","Slc9b2",0
"NM_198106","Slc9c1",0
"NM_013797","Slco1a1",0
"NM_030687","Slco1a4",0
"NM_130861","Slco1a5",1
"NM_001267707","Slco1a5",1
"NM_023718","Slco1a6",0
"NM_020495","Slco1b2",0
"NM_021471","Slco1c1",0
"NM_001177772","Slco1c1",0
"NM_033314","Slco2a1",0
"NM_001252531","Slco2b1",0
"NM_001252530","Slco2b1",0
"NM_175316","Slco2b1",0
"NM_001038643","Slco3a1",0
"NM_023908","Slco3a1",0
"NM_148933","Slco4a1",1
"NM_172658","Slco4c1",0
"NM_172841","Slco5a1",1
"NM_001039475","Slco6b1",0
"NM_028942","Slco6c1",0
"NM_001164233","Slco6d1",9
"NM_027584","Slco6d1",1
"NM_011407","Slfn1",0
"NR_073524","Slfn10-ps",0
"NR_073523","Slfn10-ps",0
"NM_001166028","Slfn14",0
"NM_011408","Slfn2",0
"NM_011409","Slfn3",0
"NM_011410","Slfn4",1
"NM_183201","Slfn5",1
"NR_045932","Slfn5os",0
"NM_181545","Slfn8",11
"NM_001167743","Slfn8",90
"NM_172796","Slfn9",0
"NM_177570","Slfnl1",0
"NM_026958","Slirp",0
"NM_015748","Slit1",0
"NM_178804","Slit2",299
"NR_111900","Slit2",999
"NM_001291228","Slit2",299
"NM_001291227","Slit2",211
"NM_011412","Slit3",0
"NM_199065","Slitrk1",0
"NM_001161431","Slitrk2",0
"NM_198863","Slitrk2",0
"NM_198864","Slitrk3",0
"NM_178740","Slitrk4",0
"NM_198865","Slitrk5",0
"NM_175499","Slitrk6",0
"NM_001164639","Slk",1911
"NM_009289","Slk",1111
"NM_032008","Slmap",11101011
"NM_144867","Slmo1",0
"NM_025531","Slmo2",0
"NM_025540","Sln",0
"NM_011414","Slpi",0
"NM_026337","Sltm",90191100
"NM_025690","Sltm",20111900
"NM_198936","Slu7",9
"NM_148673","Slu7",1
"NM_020519","Slurp1",0
"NM_001136476","Slx",0
"NR_033446","Slx1b",9
"NM_029420","Slx1b",1
"NM_177472","Slx4",0
"NM_028201","Slx4ip",99
"NM_028834","Slx4ip",11
"NM_001038641","Slx4ip",11
"NM_029181","Slxl1",0
"NM_201530","Sly",0
"NM_201530_1","Sly",0
"NM_201530_2","Sly",0
"NM_008539","Smad1",100
"NM_010754","Smad2",101
"NM_001252481","Smad2",101
"NM_016769","Smad3",0
"NM_008540","Smad4",0
"NM_008541","Smad5",0
"NM_001164041","Smad5",0
"NM_001164042","Smad5",0
"NM_008542","Smad6",0
"NM_001042660","Smad7",0
"NM_019483","Smad9",0
"NR_104338","Smagp",309
"NR_104337","Smagp",909
"NM_001285414","Smagp",92
"NM_174992","Smagp",302
"NM_001033872","Smagp",902
"NM_001285413","Smagp",32
"NR_110972","Smap1",0
"NM_001290683","Smap1",0
"NM_028534","Smap1",0
"NM_133716","Smap2",0
"NM_001290708","Smarca1",9
"NM_053123","Smarca1",3
"NM_011416","Smarca2",1
"NM_026003","Smarca2",11
"NM_001174078","Smarca4",0
"NM_001174079","Smarca4",0
"NM_011417","Smarca4",0
"NM_053124","Smarca5",0
"NR_002888","Smarca5-ps",0
"NM_007958","Smarcad1",11
"NM_001253392","Smarcad1",91
"NM_018817","Smarcal1",0
"NM_011418","Smarcb1",31
"NM_001161853","Smarcb1",91
"NM_009211","Smarcc1",11
"NM_198160","Smarcc2",919
"NM_001114097","Smarcc2",319
"NM_001114096","Smarcc2",911
"NM_031842","Smarcd1",1
"NM_001130187","Smarcd2",0
"NM_031878","Smarcd2",0
"NM_025891","Smarcd3",0
"NM_020618","Smarce1",1
"NM_019710","Smc1a",1
"NM_080470","Smc1b",1
"NM_008017","Smc2",0
"NR_045175","Smc2os",0
"NM_007790","Smc3",0
"NM_133786","Smc4",1
"NM_001252684","Smc5",1
"NM_153808","Smc5",0
"NM_001252685","Smc5",0
"NM_025695","Smc6",110
"NM_028887","Smchd1",0
"NM_183283","Smco1",0
"NM_027059","Smco2",0
"NM_001039558","Smco3",0
"NM_133214","Smco4",0
"NM_008574","Smcp",0
"NM_001085440","Smcr8",0
"NM_175491","Smcr8",0
"NM_026914","Smdt1",0
"NM_001160214","Smek1",3
"NM_211355","Smek1",9
"NM_134034","Smek2",11
"NM_001031814","Smg1",0
"NM_178246","Smg5",11
"NM_001002764","Smg6",0
"NM_001005507","Smg7",319
"NM_001160256","Smg7",911
"NM_001160257","Smg7",911
"NM_024262","Smg8",0
"NM_028047","Smg9",0
"NM_198927","Smgc",1
"NM_001163722","Smim1",9
"NM_001163721","Smim1",2
"NM_138743","Smim11",0
"NM_030252","Smim12",0
"NM_001135577","Smim13",0
"NM_133697","Smim14",11
"NM_001048250","Smim15",0
"NM_001206849","Smim18",0
"NM_001012667","Smim19",1
"NM_001146117","Smim19",9
"NM_001145433","Smim20",0
"NM_001253802","Smim22",3000
"NM_001253803","Smim22",9000
"NR_045595","Smim22",3910
"NM_001253796","Smim22",3290
"NM_001253797","Smim22",9201
"NR_045596","Smim22",3090
"NM_027050","Smim23",0
"NM_001099917","Smim24",0
"NM_134133","Smim3",0
"NR_024069","Smim4",0
"NM_183259","Smim5",0
"NM_001162998","Smim6",0
"NM_172396","Smim7",0
"NM_025471","Smim8",1
"NM_001033786","Smim9",0
"NM_001195596","Smlr1",0
"NM_001252629","Smn1",1
"NM_011420","Smn1",1
"NM_172429","Smndc1",0
"NM_176996","Smo",0
"NM_001146217","Smoc1",2
"NM_022316","Smoc1",9
"NM_022315","Smoc2",0
"NM_013741","Smok2a",0
"NM_001167913","Smok2b",0
"NM_001168602","Smok3a",0
"NM_001126045","Smok3a",0
"NM_001039889","Smok3b",0
"NR_030763","Smok4a",0
"NM_001177835","Smox",40002001000900000
"NM_001177838","Smox",9009010900
"NM_001177840","Smox",90000
"NM_001177837","Smox",9900010000019
"NM_001177839","Smox",20900999000109
"NM_145533","Smox",43202100990900008
"NM_001177834","Smox",40902010000100000
"NM_001177833","Smox",4.320210099e+16
"NM_001177836","Smox",99000900000001008
"NM_011421","Smpd1",0
"NM_009213","Smpd2",0
"NM_021491","Smpd3",0
"NM_001164610","Smpd4",99
"NM_001164609","Smpd4",19
"NM_029945","Smpd4",91
"NM_001164611","Smpd4",9
"NM_001195537","Smpd5",0
"NM_020561","Smpdl3a",0
"NM_133888","Smpdl3b",0
"NM_001252591","Smpx",99
"NR_045569","Smpx",11
"NR_103722","Smpx",19
"NM_001252681","Smr2",900
"NM_021289","Smr2",90
"NM_001252679","Smr2",1
"NM_001252680","Smr2",119
"NM_011422","Smr3a",0
"NM_009214","Sms",0
"NM_001159284","Smtn",1910
"NM_001284429","Smtn",1199
"NM_001284428","Smtn",1901
"NM_013870","Smtn",1999
"NM_001284427","Smtn",9999
"NM_024230","Smtnl1",0
"NM_177776","Smtnl2",0
"NM_021535","Smu1",0
"NM_027885","Smug1",0
"NM_001038627","Smurf1",1191
"NM_029438","Smurf1",1119
"NM_025481","Smurf2",11
"NM_001160127","Smyd1",1
"NM_009762","Smyd1",9
"NM_026796","Smyd2",0
"NM_027188","Smyd3",0
"NM_001102611","Smyd4",0
"NM_144918","Smyd5",1
"NM_011427","Snai1",0
"NM_011415","Snai2",0
"NM_013914","Snai3",0
"NM_001177793","Snap23",991
"NM_009222","Snap23",391
"NM_001177792","Snap23",311
"NM_001291056","Snap25",0
"NM_011428","Snap25",0
"NM_023348","Snap29",0
"NM_144521","Snap47",1
"NR_102729","Snap91",201111000101
"NM_001277986","Snap91",901111000901
"NM_013669","Snap91",201111000901
"NM_001277983","Snap91",211991100909
"NM_001277985","Snap91",209100090990
"NM_001277982","Snap91",901911000901
"NM_178392","Snapc1",1
"NM_133968","Snapc2",0
"NM_029949","Snapc3",0
"NM_001290419","Snapc4",11
"NM_172339","Snapc4",19
"NR_033572","Snapc4",11
"NM_183316","Snapc5",0
"NM_133854","Snapin",1
"NM_001042451","Snca",0
"NM_009221","Snca",0
"NM_001199151","Sncaip",11
"NM_026408","Sncaip",19
"NM_001199153","Sncaip",11
"NM_001199154","Sncaip",19
"NM_033610","Sncb",0
"NM_011430","Sncg",0
"NM_019776","Snd1",1
"NM_172463","Sned1",0
"NM_033568","Snf8",1
"NR_002896","Snhg1",1
"NR_003145","Snhg10",0
"NM_175692","Snhg11",0
"NR_029468","Snhg12",1
"NR_038186","Snhg18",0
"NR_003270","Snhg3",0
"NR_038073","Snhg4",0
"NR_040721","Snhg5",0
"NR_024067","Snhg6",1
"NR_024068","Snhg7",0
"NR_028574","Snhg8",0
"NR_027900","Snhg9",0
"NM_175246","Snip1",0
"NM_009223","Snn",0
"NR_003681","Snora15",0
"NR_029412","Snora16a",0
"NR_028571","Snora17",0
"NR_034047","Snora19",0
"NR_034047_1","Snora19",0
"NR_028479","Snora20",0
"NR_028078","Snora21",0
"NR_033336","Snora23",0
"NR_028573","Snora24",0
"NR_031758","Snora26",0
"NR_033168","Snora28",0
"NR_034052","Snora2b",0
"NR_028079","Snora3",0
"NR_034045","Snora30",0
"NR_028481","Snora31",0
"NR_037680","Snora33",0
"NR_034051","Snora34",0
"NR_028446","Snora35",0
"NR_034044","Snora36b",0
"NR_028558","Snora41",0
"NR_028572","Snora43",0
"NR_034050","Snora44",0
"NR_034043","Snora47",0
"NR_034049","Snora52",0
"NR_034042","Snora5c",0
"NR_034046","Snora61",0
"NR_002902","Snora62",0
"NR_002897","Snora64",0
"NR_002898","Snora65",0
"NR_002901","Snora68",0
"NR_002900","Snora69",0
"NR_002899","Snora70",0
"NR_002905","Snora74a",0
"NR_028478","Snora75",0
"NR_028515","Snora78",0
"NR_028546","Snora7a",0
"NR_034048","Snora81",0
"NR_037681","Snord100",0
"NR_030703","Snord104",0
"NR_028521","Snord11",0
"NR_028547","Snord110",0
"NR_028559","Snord111",0
"NR_002895_4","Snord116",0
"NR_002895_5","Snord116",0
"NR_002895_6","Snord116",0
"NR_002895_7","Snord116",0
"NR_002895_8","Snord116",0
"NR_002895_9","Snord116",0
"NR_002895","Snord116",0
"NR_002895_1","Snord116",0
"NR_002895_2","Snord116",0
"NR_002895_3","Snord116",0
"NR_033778_4","Snord116l1",0
"NR_033778_3","Snord116l1",0
"NR_033778_1","Snord116l1",0
"NR_033778_2","Snord116l1",0
"NR_033778_5","Snord116l1",0
"NR_033778_6","Snord116l1",0
"NR_033778_7","Snord116l1",0
"NR_033778_8","Snord116l1",0
"NR_033778_9","Snord116l1",0
"NR_033778","Snord116l1",0
"NR_033779","Snord116l2",0
"NR_033779_1","Snord116l2",0
"NR_033779_2","Snord116l2",0
"NR_033779_3","Snord116l2",0
"NR_033779_4","Snord116l2",0
"NR_033779_5","Snord116l2",0
"NR_033779_6","Snord116l2",0
"NR_033779_7","Snord116l2",0
"NR_033779_8","Snord116l2",0
"NR_033779_9","Snord116l2",0
"NR_028566","Snord118",0
"NR_028540","Snord12",0
"NR_028575","Snord123",0
"NR_028273","Snord14a",0
"NR_028276","Snord14c",0
"NR_028274","Snord14d",0
"NR_002172","Snord15a",0
"NR_002173","Snord15b",0
"NR_028548","Snord16a",0
"NR_030762","Snord17",0
"NR_028523","Snord19",0
"NR_028570","Snord1a",0
"NR_028567","Snord1b",0
"NR_028569","Snord1c",0
"NR_030705","Snord2",0
"NR_004445","Snord22",0
"NR_028539","Snord23",0
"NR_000002","Snord32a",0
"NR_001277","Snord33",0
"NR_002455","Snord34",0
"NR_000003","Snord35a",0
"NR_000004","Snord35b",0
"NR_028549","Snord37",0
"NR_028524","Snord38a",0
"NR_037682","Snord42a",0
"NR_037683","Snord42b",0
"NR_028281","Snord43",0
"NR_028561","Snord45b",0
"NR_028525","Snord45c",0
"NR_028543","Snord47",0
"NR_028550","Snord49a",0
"NR_028526","Snord49b",0
"NR_030702","Snord4a",0
"NR_028527","Snord52",0
"NR_028551","Snord53",0
"NR_028551_1","Snord53",0
"NR_028551_2","Snord53",0
"NR_030704","Snord55",0
"NR_028528","Snord57",0
"NR_028552","Snord58b",0
"NR_028552_1","Snord58b",0
"NR_002903","Snord61",0
"NR_028529","Snord64",0
"NR_028541","Snord65",0
"NR_028530","Snord66",0
"NR_028553","Snord67",0
"NR_028128","Snord68",0
"NR_028531","Snord69",0
"NR_028362","Snord7",0
"NR_028554","Snord70",0
"NR_028532","Snord71",0
"NR_028091","Snord72",0
"NR_004417","Snord73a",0
"NR_028542","Snord8",0
"NR_002851","Snord82",0
"NR_028282","Snord83b",0
"NR_028565","Snord85",0
"NR_004410","Snord87",0
"NR_028533","Snord88a",0
"NR_028534","Snord88c",0
"NR_028555","Snord89",0
"NR_028535","Snord90",0
"NR_028562","Snord91a",0
"NR_028556","Snord92",0
"NR_028536","Snord93",0
"NR_028564","Snord95",0
"NR_028563","Snord96a",0
"NR_028557","Snord98",0
"NR_028537","Snord99",0
"NM_001291077","Snph",99
"NM_001291076","Snph",991
"NM_198214","Snph",219
"NM_133741","Snrk",1
"NM_001164572","Snrk",9
"NM_177214","Snrnp200",1
"NM_030093","Snrnp25",0
"NM_025665","Snrnp27",11
"NM_029532","Snrnp35",0
"NM_025645","Snrnp40",0
"NM_026382","Snrnp48",0
"NM_009224","Snrnp70",0
"NM_001046637","Snrpa",0
"NM_001285825","Snrpa",0
"NM_015782","Snrpa",0
"NM_021336","Snrpa1",10
"NM_009225","Snrpb",0
"NM_021335","Snrpb2",0
"NM_011432","Snrpc",0
"NM_009226","Snrpd1",0
"NM_026943","Snrpd2",0
"NM_026095","Snrpd3",0
"NM_009227","Snrpe",1
"NM_027246","Snrpf",0
"NM_026506","Snrpg",0
"NM_001082962","Snrpn",0
"NM_001082961","Snrpn",0
"NM_013670","Snrpn",0
"NM_009228","Snta1",0
"NM_016667","Sntb1",0
"NM_009229","Sntb2",0
"NM_001290390","Sntg1",1
"NM_027671","Sntg1",1
"NM_001290393","Sntg1",9
"NM_001290392","Sntg1",9
"NM_172951","Sntg2",0
"NM_177624","Sntn",0
"NM_178374","Snupn",0
"NM_033174","Snurf",0
"NM_025507","Snw1",0
"NM_019727","Snx1",1
"NM_001127349","Snx10",0
"NM_001127348","Snx10",9
"NM_028035","Snx10",3
"NM_001163389","Snx11",911
"NM_028965","Snx11",101
"NM_001110311","Snx12",0
"NM_018875","Snx12",9
"NM_001110310","Snx12",4
"NM_001014973","Snx13",11111
"NM_172926","Snx14",0
"NM_026912","Snx15",1
"NM_029068","Snx16",11
"NM_001127191","Snx16",91
"NM_153680","Snx17",1
"NM_130796","Snx18",0
"NM_028874","Snx19",1
"NM_026386","Snx2",1
"NM_027840","Snx20",0
"NM_133924","Snx21",0
"NM_001025612","Snx22",0
"NM_029394","Snx24",0
"NM_207213","Snx25",0
"NM_001082484","Snx27",9
"NM_029721","Snx27",2
"NM_028964","Snx29",11111
"NM_001290148","Snx29",1101
"NM_017472","Snx3",0
"NM_172468","Snx30",0
"NM_025712","Snx31",0
"NM_001024560","Snx32",0
"NM_175483","Snx33",0
"NM_080557","Snx4",0
"NM_001199188","Snx5",1111
"NM_024225","Snx5",11111
"NM_026998","Snx6",10
"NM_001190156","Snx7",9
"NM_029655","Snx7",1
"NM_172277","Snx8",11
"NM_025664","Snx9",0
"NM_009230","Soat1",1
"NM_146064","Soat2",11
"NM_175407","Sobp",0
"NM_009896","Socs1",9
"NM_001271603","Socs1",2
"NM_001168655","Socs2",0
"NM_001168657","Socs2",0
"NM_007706","Socs2",0
"NM_001168656","Socs2",0
"NM_007707","Socs3",0
"NM_080843","Socs4",0
"NM_019654","Socs5",1
"NM_018821","Socs6",0
"NM_138657","Socs7",11
"NM_011434","Sod1",1
"NM_013671","Sod2",1
"NM_011435","Sod3",0
"NM_001164663","Soga1",0
"NM_026138","Soga3",0
"NM_001001714","Sohlh1",0
"NM_028937","Sohlh2",0
"NM_019973","Son",0
"NM_178880","Son",0
"NM_001034963","Sorbs1",999909
"NM_178362","Sorbs1",119901
"NM_001034962","Sorbs1",101909
"NM_009166","Sorbs1",109919
"NM_001034964","Sorbs1",109109
"NM_172752","Sorbs2",190
"NM_001205219","Sorbs2",111
"NR_045739","Sorbs2os",0
"NM_011366","Sorbs3",1
"NM_001271407","Sorbs3",1
"NM_001271408","Sorbs3",1
"NM_001271409","Sorbs3",0
"NM_001252501","Sorcs1",0
"NM_021377","Sorcs1",0
"NM_001290356","Sorcs1",0
"NM_030889","Sorcs2",1
"NM_025696","Sorcs3",0
"NM_146126","Sord",0
"NM_011436","Sorl1",1
"NM_019972","Sort1",9
"NM_001271599","Sort1",1
"NM_009231","Sos1",1
"NM_001135559","Sos2",0
"NM_024449","Sost",0
"NM_025312","Sostdc1",0
"NM_183173","Sowaha",0
"NM_175270","Sowahb",0
"NM_172939","Sowahc",0
"NM_173779","Sowahd",0
"NM_009233","Sox1",0
"NM_011437","Sox10",0
"NM_009234","Sox11",0
"NM_011438","Sox12",0
"NM_011439","Sox13",0
"NM_011440","Sox14",0
"NM_009235","Sox15",0
"NM_001289467","Sox17",9999
"NM_001289465","Sox17",209199
"NM_001289466","Sox17",901999
"NM_001289464","Sox17",29991
"NM_011441","Sox17",299119
