ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
15908	"CD109"	"CD109"	chr6	+	73766947	73767010	73766758	73766860	73768054	73768231
15909	"CD109"	"CD109"	chr6	+	73723250	73723279	73697399	73697572	73730343	73730574
15910	"TRPC4AP"	"TRPC4AP"	chr20	-	35007549	35007640	35006434	35006575	35008663	35008747
15911	"TRPC4AP"	"TRPC4AP"	chr20	-	35021189	35021332	35016007	35016139	35035122	35035308
15912	"TRPC4AP"	"TRPC4AP"	chr20	-	35021189	35021356	35016007	35016139	35035122	35035308
15913	"TRPC4AP"	"TRPC4AP"	chr20	-	35044504	35044712	35035122	35035308	35049865	35049994
15914	"SBDS"	"SBDS"	chr7	-	66994211	66994341	66993216	66993417	66995289	66995601
15915	"SBDS"	"SBDS"	chr7	-	66991136	66991301	66987702	66988499	66993216	66993417
15916	"NCOA1"	"NCOA1"	chr2	+	24768078	24768135	24762686	24762776	24768220	24770701
15917	"CSTF3"	"CSTF3"	chr11	-	33105997	33106064	33105882	33105917	33108385	33108418
15918	"CSTF3"	"CSTF3"	chr11	-	33099607	33099717	33099033	33099150	33102176	33102339
15919	"CSTF3"	"CSTF3"	chr11	-	33107902	33108000	33105997	33106064	33108385	33108418
15920	"MDK"	"MDK"	chr11	+	46382056	46382133	46380783	46381183	46382293	46382461
15921	"MDK"	"MDK"	chr11	+	46382056	46382133	46381654	46381758	46382293	46382461
15922	"MDK"	"MDK"	chr11	+	46382293	46382461	46382056	46382133	46382586	46382748
15923	"ZNF433"	"ZNF433"	chr19	-	12030139	12030198	12018165	12018292	12035536	12035741
15924	"ZNF433"	"ZNF433"	chr19	-	12030139	12030198	12018165	12018292	12034827	12034874
15925	"ZNF433"	"ZNF433"	chr19	-	12030139	12030198	12018165	12018301	12035536	12035741
15926	"ZNF433"	"ZNF433"	chr19	-	12034827	12034874	12030139	12030198	12035536	12035741
15927	"ZNF433"	"ZNF433"	chr19	-	12034827	12034874	12018165	12018292	12035536	12035741
15928	"LDHA"	"LDHA"	chr11	+	18400836	18401010	18399430	18399548	18402839	18403013
15929	"LDHA"	"LDHA"	chr11	+	18403693	18403811	18402839	18403013	18405448	18405572
15930	"LDHA"	"LDHA"	chr11	+	18405448	18405572	18403693	18403811	18407116	18408218
15931	"LDHA"	"LDHA"	chr11	+	18399430	18399548	18396818	18396968	18400836	18401010
15932	"CDK5RAP1"	"CDK5RAP1"	chr20	-	33360350	33360491	33358838	33359123	33366858	33367008
15933	"CDK5RAP1"	"CDK5RAP1"	chr20	-	33379460	33379691	33374114	33374212	33385649	33385770
15934	"CDK5RAP1"	"CDK5RAP1"	chr20	-	33387322	33387533	33385649	33385770	33392141	33392242
15935	"KARS"	"KARS"	chr16	-	75644282	75644462	75641563	75641723	75647577	75647687
15936	"KARS"	"KARS"	chr16	-	75634172	75634292	75631692	75631855	75635679	75635805
15937	"KARS"	"KARS"	chr16	-	75636453	75636547	75635911	75636098	75640183	75640349
15938	"KARS"	"KARS"	chr16	-	75640183	75640349	75636453	75636547	75641563	75641723
15939	"STAT1"	"STAT1"	chr2	-	191013524	191013678	191009875	191010004	191014017	191014250
15940	"STAT1"	"STAT1"	chr2	-	190998216	190998308	190997855	190998007	190999625	190999704
15941	"FASTKD2"	"FASTKD2"	chr2	+	206786732	206786899	206774224	206774397	206787936	206788155
15942	"SUZ12"	"SUZ12"	chr17	+	31975481	31975713	31973145	31973231	31976520	31976614
15943	"SUZ12"	"SUZ12"	chr17	+	31947616	31947685	31940421	31940486	31966146	31966196
15944	"SUZ12"	"SUZ12"	chr17	+	31982998	31983104	31976520	31976614	31988319	31988497
15945	"FAM63B"	"FAM63B"	chr15	+	58787905	58787963	58771193	58772235	58802312	58802377
15946	"ADAM3A"	"ADAM3A"	chr8	-	39490262	39490357	39475422	39475521	39491824	39492008
15947	"ADAM3A"	"ADAM3A"	chr8	-	39477695	39477846	39475422	39475521	39490262	39490357
15948	"ADAM3A"	"ADAM3A"	chr8	-	39477695	39477943	39475422	39475521	39490262	39490357
15949	"CCDC93"	"CCDC93"	chr2	-	117944023	117944086	117941188	117941297	117945528	117945582
15950	"GALNT10"	"GALNT10"	chr5	+	154412888	154413005	154409540	154409762	154415782	154415932
15951	"GALNT10"	"GALNT10"	chr5	+	154404103	154404211	154386312	154386430	154409540	154409762
15952	"RERG"	"RERG"	chr12	-	15121062	15121119	15111343	15111417	15217428	15217603
15953	"ICK"	"ICK"	chr6	-	53060935	53061046	53041135	53041408	53061595	53061802
15954	"ACP2"	"ACP2"	chr11	-	47245304	47245422	47244734	47244867	47245681	47245834
15955	"ACP2"	"ACP2"	chr11	-	47244734	47244867	47243238	47243321	47245304	47245422
15956	"ACP2"	"ACP2"	chr11	-	47248037	47248133	47247640	47247727	47248675	47248847
15957	"PKIA"	"PKIA"	chr8	+	78572810	78572939	78516100	78516468	78598357	78598535
15958	"DNAJC25"	"DNAJC25"	chr9	+	111642856	111643094	111631351	111631743	111647106	111647259
15959	"SLC27A2"	"SLC27A2"	chr15	+	50202486	50202645	50197499	50197709	50205238	50205363
15960	"PPAT"	"PPAT"	chr4	-	56400783	56400911	56399178	56399400	56401329	56401481
15961	"AMOTL2"	"AMOTL2"	chr3	-	134358539	134358719	134355344	134357763	134359282	134359503
15962	"AMOTL2"	"AMOTL2"	chr3	-	134358539	134358716	134355344	134357763	134359282	134359503
15963	"IDI2-AS1"	"IDI2-AS1"	chr10	+	1035813	1035976	1022636	1022783	1036788	1036893
15964	"IDI2-AS1"	"IDI2-AS1"	chr10	+	1035289	1035422	1022636	1022783	1035813	1035976
15965	"IDI2-AS1"	"IDI2-AS1"	chr10	+	1035289	1035506	1022636	1022783	1035813	1035976
15966	"NSF"	"NSF"	chr17	+	1616444	1616484	1612647	1612747	1623432	1623599
15967	"NSF"	"NSF"	chr17	+	46630410	46630450	46626612	46626712	46637375	46637542
15968	"NSF"	"NSF"	chr17	+	1150083	1150123	1146285	1146385	1157058	1157225
15969	"ZNF534"	"ZNF534"	chr19	+	52435080	52435209	52433954	52434081	52451186	52451939
15970	"IFIT3"	"IFIT3"	chr10	+	89337420	89337542	89332478	89332627	89338660	89340968
15971	"IFIT3"	"IFIT3"	chr10	+	89337424	89337542	89327818	89328078	89338660	89340968
15972	"RHBDD1"	"RHBDD1"	chr2	+	226838072	226838154	226835954	226836087	226864603	226865126
15973	"RHBDD1"	"RHBDD1"	chr2	+	226839408	226839627	226838072	226838154	226864603	226865126
15974	"RPL27"	"RPL27"	chr17	+	42999932	43000102	42998748	42998831	43002672	43002783
15975	"PEX5L"	"PEX5L"	chr3	-	179971593	179971665	179887672	179887784	180036578	180037053
15976	"PEX5L"	"PEX5L"	chr3	-	179971593	179971665	179898141	179898246	180036578	180037053
15977	"PEX5L"	"PEX5L"	chr3	-	179879928	179880123	179875353	179875477	179887672	179887784
15978	"PEX5L"	"PEX5L"	chr3	-	179900669	179900735	179898141	179898246	180036578	180037053
15979	"PEX5L"	"PEX5L"	chr3	-	179898141	179898246	179887672	179887784	179971593	179971665
15980	"PEX5L"	"PEX5L"	chr3	-	179898141	179898246	179887672	179887784	180036578	180037053
15981	"ZNF569"	"ZNF569"	chr19	-	37444906	37444964	37426251	37426378	37465312	37465473
15982	"ZNF569"	"ZNF569"	chr19	-	37425867	37425963	37411157	37414419	37426251	37426378
15983	"TGFBRAP1"	"TGFBRAP1"	chr2	-	105284315	105284398	105280381	105280723	105296355	105296510
15984	"TNS1"	"TNS1"	chr2	-	217830366	217830390	217821739	217821938	217831454	217831547
15985	"TNS1"	"TNS1"	chr2	-	217829843	217829882	217821739	217821938	217830366	217830390
15986	"SACM1L"	"SACM1L"	chr3	+	45706779	45706907	45705134	45705209	45709497	45709647
15987	"LINC01015"	"LINC01015"	chr6	+	795330	795425	794787	794966	796433	796550
15988	"LINC01015"	"LINC01015"	chr6	+	795079	795174	794536	794715	796182	796299
15989	"LINC01015"	"LINC01015"	chr6	+	795475	795570	794932	795111	796578	799095
15990	"LINC01015"	"LINC01015"	chr6	+	1016411	1016506	1015868	1016047	1017514	1020031
15991	"LINC01015"	"LINC01015"	chr6	+	795419	795514	794876	795055	796522	799039
15992	"LINC01015"	"LINC01015"	chr6	+	795615	795710	795072	795251	796718	799235
15993	"LINC01015"	"LINC01015"	chr6	+	838964	839059	838421	838600	840067	842584
15994	"LINC01015"	"LINC01015"	chr6	+	29529948	29530043	29529405	29529584	29531051	29531168
15995	"POLG"	"POLG"	chr15	-	89328455	89328535	89327166	89327349	89328684	89328831
15996	"POLG"	"POLG"	chr15	-	89321124	89321260	89320765	89321012	89321735	89321853
15997	"SCD"	"SCD"	chr10	+	100356531	100356764	100354426	100354632	100360733	100364831
15998	"HDC"	"HDC"	chr15	-	50248244	50248343	50243142	50243244	50252429	50252520
15999	"PYGL"	"PYGL"	chr14	-	50915335	50915499	50914700	50914815	50915824	50915971
16000	"PYGL"	"PYGL"	chr14	-	50923968	50924100	50920955	50921067	50931672	50931776
16001	"PYGL"	"PYGL"	chr14	-	50937735	50937837	50935106	50935185	50944160	50944530
16002	"ADORA1"	"ADORA1"	chr1	+	203128277	203128432	203127707	203127928	203128784	203129182
16003	"ACSF2"	"ACSF2"	chr17	+	50426904	50426979	50426157	50426389	50460676	50460872
16004	"ACSF2"	"ACSF2"	chr17	+	50461241	50461370	50460676	50460872	50461632	50461686
16005	"ACSF2"	"ACSF2"	chr17	+	50472427	50472579	50471027	50471135	50473664	50473806
16006	"ACSF2"	"ACSF2"	chr17	+	50461241	50461287	50460676	50460872	50461632	50461686
16007	"ACSF2"	"ACSF2"	chr17	+	50460676	50460872	50426157	50426389	50461632	50461686
16008	"LINC01128"	"LINC01128"	chr1	+	829002	829104	827590	827775	841199	843604
16009	"LINC01128"	"LINC01128"	chr1	+	847653	847806	829002	829104	851926	852110
16010	"LINC01128"	"LINC01128"	chr1	+	851926	852110	829002	829104	852670	852766
16011	"LINC01128"	"LINC01128"	chr1	+	852670	852766	851926	852110	853390	859446
16012	"WDR20"	"WDR20"	chr14	+	102197754	102197847	102194937	102195120	102208602	102210530
16013	"WDR20"	"WDR20"	chr14	+	102193462	102193514	102139851	102140172	102194937	102195120
16014	"WDR20"	"WDR20"	chr14	+	102208602	102209862	102194937	102195120	102222829	102223673
16015	"WDR20"	"WDR20"	chr14	+	102193462	102193475	102139851	102140172	102208602	102210530
16016	"WDR20"	"WDR20"	chr14	+	102194937	102195120	102139851	102140172	102208602	102210530
16017	"RBM26"	"RBM26"	chr13	-	79353152	79353224	79344668	79344794	79354438	79354561
16018	"PCNT"	"PCNT"	chr21	+	46389198	46389431	46388741	46388884	46390669	46390832
16019	"PCNT"	"PCNT"	chr21	+	46425830	46425971	46421969	46422124	46427621	46427795
16020	"TUFT1"	"TUFT1"	chr1	+	151580941	151581042	151579648	151579732	151581643	151583583
16021	"TUFT1"	"TUFT1"	chr1	+	151562090	151562165	151540304	151540426	151562584	151562686
16022	"TUFT1"	"TUFT1"	chr1	+	151566162	151566228	151564524	151564614	151569656	151569770
16023	"TUFT1"	"TUFT1"	chr1	+	151561717	151561856	151540308	151540426	151562090	151562165
16024	"KCCAT333"	"KCCAT333"	chr7	+	17448880	17448948	17374916	17375055	17450994	17451061
16025	"THPO"	"THPO"	chr3	-	184378074	184378377	184376246	184376404	184379590	184379688
16026	"SLC38A4"	"SLC38A4"	chr12	-	46803602	46803794	46792952	46793183	46825902	46825997
16027	"AFAP1L1"	"AFAP1L1"	chr5	+	149335593	149335722	149332694	149332873	149340006	149341804
16028	"SCAMP3"	"SCAMP3"	chr1	-	66679	66757	65559	65682	67108	67408
16029	"SCAMP3"	"SCAMP3"	chr1	-	155261656	155261734	155260536	155260659	155262085	155262385
16030	"ZNF263"	"ZNF263"	chr16	+	3285058	3285239	3283486	3284205	3289392	3291459
16031	"ZNF263"	"ZNF263"	chr16	+	3285058	3285239	3283486	3284205	3286022	3286149
16032	"ZNF263"	"ZNF263"	chr16	+	3286022	3286149	3283486	3284205	3288453	3288570
16033	"ZNF263"	"ZNF263"	chr16	+	3285680	3285754	3285058	3285239	3286022	3286149
16034	"ZNF263"	"ZNF263"	chr16	+	3288453	3288570	3283486	3284205	3289392	3291459
16035	"PTPN7"	"PTPN7"	chr1	-	202158117	202158248	202157738	202157823	202159280	202159454
16036	"PTPN7"	"PTPN7"	chr1	-	202158117	202158301	202157738	202157823	202159280	202159450
16037	"RCOR3"	"RCOR3"	chr1	+	211312719	211312961	211304082	211304140	211313423	211316383
16038	"RCOR3"	"RCOR3"	chr1	+	211295675	211295753	211289177	211289396	211304082	211304140
16039	"RCOR3"	"RCOR3"	chr1	+	211304082	211304140	211295675	211295753	211312719	211313313
16040	"SLCO6A1"	"SLCO6A1"	chr5	-	102477675	102477861	102475696	102475793	102480176	102480434
16041	"MRPL42"	"MRPL42"	chr12	+	93470485	93470505	93469188	93469355	93476953	93477017
16042	"MRPL42"	"MRPL42"	chr12	+	93470485	93470590	93469191	93469355	93476953	93477017
16043	"BRAP"	"BRAP"	chr12	-	111681636	111681835	111679150	111679340	111683145	111683307
16044	"RUFY1"	"RUFY1"	chr5	+	179580946	179581012	179577074	179577136	179585795	179585865
16045	"LOC284788"	"LOC284788"	chr20	-	22406628	22406712	22401325	22401462	22419959	22420643
16046	"CASC1"	"CASC1"	chr12	-	25185748	25185786	25161112	25161197	25190613	25190631
16047	"CASC1"	"CASC1"	chr12	-	25190613	25190631	25161112	25161197	25195075	25195160
16048	"OSBPL10"	"OSBPL10"	chr3	-	31830039	31830231	31747909	31748120	31876432	31876512
16049	"DZIP1L"	"DZIP1L"	chr3	-	138071642	138071835	138068150	138068367	138077498	138077632
16050	"SPG20-AS1"	"SPG20-AS1"	chr13	+	36360653	36360740	36346430	36346507	36365499	36365604
16051	"NRP1"	"NRP1"	chr10	-	33270674	33270856	33263645	33263873	33330707	33330882
16052	"NRP1"	"NRP1"	chr10	-	33202911	33202995	33197649	33197709	33207571	33207716
16053	"NRP1"	"NRP1"	chr10	-	33202890	33202995	33197649	33197709	33207571	33207716
16054	"GOLGA3"	"GOLGA3"	chr12	-	132821995	132822311	132816539	132816812	132828802	132828840
16055	"TRMT6"	"TRMT6"	chr20	-	5944804	5944914	5944161	5944253	5946405	5946533
16056	"ATP5H"	"ATP5H"	chr17	-	75042528	75042659	75042180	75042277	75046924	75046979
16057	"ATP5H"	"ATP5H"	chr17	-	75042180	75042277	75040091	75040163	75046924	75046979
16058	"ATP5H"	"ATP5H"	chr17	-	75040091	75040163	75039208	75039271	75042180	75042277
16059	"GALC"	"GALC"	chr14	-	87986488	87986602	87984393	87984533	87988143	87988207
16060	"GALC"	"GALC"	chr14	-	87988454	87988523	87988143	87988207	87992969	87993271
16061	"ZNF512B"	"ZNF512B"	chr20	-	63961308	63961407	63956703	63960139	63961941	63962004
16062	"ZNF512B"	"ZNF512B"	chr20	-	63963094	63963265	63962586	63962781	63963341	63963440
16063	"BRIX1"	"BRIX1"	chr5	+	34922538	34922588	34922216	34922287	34922694	34922768
16064	"NUP62CL"	"NUP62CL"	chrX	-	107193028	107193072	107175088	107175193	107206272	107206440
16065	"NUP62CL"	"NUP62CL"	chrX	-	107154095	107154246	107153453	107153503	107167648	107167784
16066	"KNOP1"	"KNOP1"	chr16	-	19711371	19711440	19710508	19710586	19714117	19715037
16067	"SPCS1"	"SPCS1"	chr3	+	52706792	52706879	52706643	52706703	52707686	52708181
16068	"U2SURP"	"U2SURP"	chr3	+	143054942	143055119	143053675	143053794	143056311	143060725
16069	"U2SURP"	"U2SURP"	chr3	+	143019968	143020036	143016841	143016975	143020598	143020693
16070	"U2SURP"	"U2SURP"	chr3	+	143023974	143024018	143022852	143023064	143027148	143027253
16071	"CAPZB"	"CAPZB"	chr1	-	19344357	19344434	19338772	19339617	19345186	19345252
16072	"CAPZB"	"CAPZB"	chr1	-	19448833	19449330	19419660	19419750	19485435	19485641
16073	"CAPZB"	"CAPZB"	chr1	-	19342751	19342864	19338772	19339617	19344357	19344434
16074	"PGD"	"PGD"	chr1	+	10403070	10403136	10400392	10400572	10404160	10404279
16075	"HLA-DQB1"	"HLA-DQB1"	chr6	-	32660858	32660882	32659463	32660249	32661346	32661457
16076	"MDH1"	"MDH1"	chr2	+	63595422	63595519	63594487	63594586	63597398	63597574
16077	"STARD5"	"STARD5"	chr15	-	81322898	81322948	81322407	81322540	81324000	81324183
16078	"ISOC2"	"ISOC2"	chr19	-	55455635	55455845	55455259	55455378	55456348	55456489
16079	"ISOC2"	"ISOC2"	chr19	-	55455635	55455845	55455259	55455330	55456348	55456489
16080	"SERHL2"	"SERHL2"	chr22	+	42554937	42555087	42553861	42554042	42555231	42555345
16081	"SERHL2"	"SERHL2"	chr22	+	42555663	42555705	42555231	42555345	42556063	42556083
16082	"SERHL2"	"SERHL2"	chr22	+	42566303	42566338	42560185	42560265	42571120	42571203
16083	"COLEC11"	"COLEC11"	chr2	+	3626013	3626092	3613310	3613382	3637532	3637604
16084	"COLEC11"	"COLEC11"	chr2	+	3613310	3613382	3604314	3604470	3637532	3637604
16085	"COLEC11"	"COLEC11"	chr2	+	3613310	3613382	3604314	3604470	3640277	3640331
16086	"COLEC11"	"COLEC11"	chr2	+	3613310	3613382	3606051	3606243	3637532	3637604
16087	"COLEC11"	"COLEC11"	chr2	+	3613310	3613382	3606051	3606243	3640277	3640331
16088	"COLEC11"	"COLEC11"	chr2	+	3641239	3641432	3640277	3640331	3643443	3643539
16089	"COLEC11"	"COLEC11"	chr2	+	3637532	3637604	3613310	3613382	3640277	3640331
16090	"COLEC11"	"COLEC11"	chr2	+	3637532	3637604	3604314	3604470	3640277	3640331
16091	"COLEC11"	"COLEC11"	chr2	+	3637532	3637604	3606051	3606243	3640277	3640331
16092	"TUBGCP2"	"TUBGCP2"	chr10	-	133302791	133302980	133299984	133300113	133308822	133309156
16093	"TUBGCP2"	"TUBGCP2"	chr10	-	133297320	133297404	133293561	133293769	133297951	133298111
16094	"RNF217"	"RNF217"	chr6	+	125009173	125009282	124996574	124996655	125045210	125045444
16095	"RNF217"	"RNF217"	chr6	+	125082448	125082563	125081435	125081507	125082863	125086338
16096	"RNF217"	"RNF217"	chr6	+	125045210	125045444	124962544	124963426	125057941	125058106
16097	"GLRA2"	"GLRA2"	chrX	+	14530971	14531178	14529947	14530125	14532238	14532372
16098	"RPGR"	"RPGR"	chrX	-	38291392	38291484	38290958	38291024	38297283	38297452
16099	"RPGR"	"RPGR"	chrX	-	38304634	38304790	38301246	38301371	38310614	38310773
16100	"TRAPPC2"	"TRAPPC2"	chrX	-	13734049	13734185	13719870	13719982	13734524	13734635
16101	"TRAPPC2"	"TRAPPC2"	chrX	-	13734043	13734185	13719870	13719982	13734524	13734635
16102	"MBD1"	"MBD1"	chr18	-	50273333	50273471	50272823	50272955	50273563	50273863
16103	"MBD1"	"MBD1"	chr18	-	50274185	50274353	50273563	50273863	50274976	50275045
16104	"MBD1"	"MBD1"	chr18	-	50274185	50274353	50273563	50273863	50275128	50275245
16105	"MBD1"	"MBD1"	chr18	-	50274976	50275045	50274185	50274353	50275128	50275245
16106	"MBD1"	"MBD1"	chr18	-	50274976	50275045	50273563	50273863	50275128	50275245
16107	"MBD1"	"MBD1"	chr18	-	50275834	50275981	50275599	50275728	50276377	50276418
16108	"MBD1"	"MBD1"	chr18	-	50275369	50275444	50275128	50275245	50275599	50275728
16109	"MBD1"	"MBD1"	chr18	-	50274185	50274350	50273563	50273863	50274976	50275045
16110	"MBD1"	"MBD1"	chr18	-	50271468	50271540	50268845	50269818	50272676	50272738
16111	"MBD1"	"MBD1"	chr18	-	50271468	50271540	50266881	50267663	50272676	50272738
16112	"CNTNAP1"	"CNTNAP1"	chr17	+	42688875	42689047	42688461	42688611	42689520	42689627
16113	"SLC50A1"	"SLC50A1"	chr1	+	155137578	155137722	155136827	155136951	155137978	155138098
16114	"SLC50A1"	"SLC50A1"	chr1	+	155137560	155137722	155136827	155136951	155137978	155138098
16115	"SLC50A1"	"SLC50A1"	chr1	+	155137560	155137722	155136298	155136376	155137978	155138098
16116	"SLC50A1"	"SLC50A1"	chr1	+	155136298	155136376	155135343	155135680	155137560	155137722
16117	"SLC50A1"	"SLC50A1"	chr1	+	155136827	155136951	155136298	155136376	155137560	155137722
16118	"SLC50A1"	"SLC50A1"	chr1	+	155136827	155136951	155136298	155136376	155137978	155138098
16119	"P4HB"	"P4HB"	chr17	-	81845143	81845230	81843157	81844092	81845560	81845742
16120	"P4HB"	"P4HB"	chr17	-	81845560	81845742	81843157	81844092	81845870	81845991
16121	"P4HB"	"P4HB"	chr17	-	81845870	81845991	81845560	81845742	81846428	81846629
16122	"P4HB"	"P4HB"	chr17	-	81855452	81855586	81855141	81855279	81859180	81859387
16123	"PAN3"	"PAN3"	chr13	+	28197184	28197346	28177864	28177935	28220230	28220378
16124	"PAN3"	"PAN3"	chr13	+	28220230	28220378	28177864	28177935	28256291	28256539
16125	"PAN3"	"PAN3"	chr13	+	28281314	28281379	28280411	28280541	28287983	28288122
16126	"ATG12"	"ATG12"	chr5	-	115837627	115837764	115832601	115832664	115841389	115841851
16127	"ATG12"	"ATG12"	chr5	-	115840817	115840934	115840496	115840612	115841389	115841851
16128	"ATG12"	"ATG12"	chr5	-	115840817	115840934	115837627	115837764	115841389	115841851
16129	"ATG12"	"ATG12"	chr5	-	115840496	115840612	115837627	115837764	115840817	115840934
16130	"ATG12"	"ATG12"	chr5	-	115840496	115840612	115837627	115837764	115841389	115841851
16131	"SLC4A10"	"SLC4A10"	chr2	+	161708693	161708829	161624334	161624566	161770972	161771054
16132	"SLC4A10"	"SLC4A10"	chr2	+	161873915	161874005	161872292	161872384	161879130	161879288
16133	"TTPAL"	"TTPAL"	chr20	+	44478623	44478647	44475885	44475991	44479984	44480444
16134	"CNGA3"	"CNGA3"	chr2	+	98383387	98383441	98380174	98380354	98389657	98389774
16135	"CHURC1"	"CHURC1"	chr14	+	64926009	64926080	64923990	64924126	64932137	64935366
16136	"CHURC1"	"CHURC1"	chr14	+	64926006	64926080	64923990	64924126	64932137	64935366
16137	"FGFR1"	"FGFR1"	chr8	-	38429681	38429948	38428345	38428435	38457355	38457534
16138	"FGFR1"	"FGFR1"	chr8	-	38417305	38417416	38415869	38416060	38417869	38417991
16139	"FGFR1"	"FGFR1"	chr8	-	38461095	38461255	38457355	38457534	38467671	38467845
16140	"FGFR1"	"FGFR1"	chr8	-	38440305	38440373	38429681	38429948	38457355	38457534
16141	"RAD51"	"RAD51"	chr15	+	40729852	40729974	40729504	40729634	40731054	40732158
16142	"RAD51"	"RAD51"	chr15	+	40718804	40718899	40709024	40709116	40728710	40728824
16143	"CLK3"	"CLK3"	chr15	+	74627969	74628052	74627538	74627668	74628603	74628683
16144	"CLK3"	"CLK3"	chr15	+	74622119	74622216	74620008	74620225	74622493	74622560
16145	"FLVCR1"	"FLVCR1"	chr1	+	212863724	212863869	212858254	212859190	212872677	212872818
16146	"SRRM2"	"SRRM2"	chr16	+	2758984	2759047	2758469	2758547	2759139	2759172
16147	"RPS19"	"RPS19"	chr19	+	41869698	41869753	41869030	41869214	41871350	41871416
16148	"RPS19"	"RPS19"	chr19	+	41869698	41869753	41861111	41861212	41871350	41871416
16149	"RPS19"	"RPS19"	chr19	+	41860774	41860845	41859917	41860289	41861111	41861212
16150	"RPS19"	"RPS19"	chr19	+	41869030	41869214	41861111	41861212	41869698	41869753
16151	"RPS19"	"RPS19"	chr19	+	41869030	41869214	41861111	41861212	41871350	41871416
16152	"ERICH6"	"ERICH6"	chr3	-	150666786	150667015	150659884	150660155	150669295	150669451
16153	"TESK1"	"TESK1"	chr9	+	35607326	35607409	35606836	35606983	35607581	35607672
16154	"COX18"	"COX18"	chr4	-	73068028	73068129	73065249	73065413	73069316	73069759
16155	"COX18"	"COX18"	chr4	-	73068028	73068133	73065249	73065413	73069316	73069759
16156	"STAC3"	"STAC3"	chr12	-	57245144	57245211	57244915	57244965	57246803	57246901
16157	"STAC3"	"STAC3"	chr12	-	57249570	57249637	57249040	57249308	57250992	57251193
16158	"SERPINI2"	"SERPINI2"	chr3	-	167473736	167473827	167471587	167471844	167474002	167474132
16159	"PPP1R12C"	"PPP1R12C"	chr19	-	55092441	55092544	55092221	55092326	55092621	55092662
16160	"PPP1R12C"	"PPP1R12C"	chr19	-	55096261	55096335	55096050	55096178	55103408	55103568
16161	"PPP1R12C"	"PPP1R12C"	chr19	-	55096261	55096335	55096050	55096178	55098783	55098858
16162	"SLC25A25"	"SLC25A25"	chr9	+	128102079	128102115	128101308	128101396	128102369	128102481
16163	"HIF1A"	"HIF1A"	chr14	+	61745690	61745817	61744704	61744813	61746933	61748259
16164	"HIF1A"	"HIF1A"	chr14	+	61744704	61744813	61740754	61741188	61746933	61748259
16165	"HIF1A"	"HIF1A"	chr14	+	61740504	61740627	61738086	61738373	61744704	61744813
16166	"HIF1A"	"HIF1A"	chr14	+	61740504	61740627	61738086	61738373	61740754	61741188
16167	"HIF1A"	"HIF1A"	chr14	+	61740504	61740627	61736888	61737109	61740754	61741188
16168	"HIF1A"	"HIF1A"	chr14	+	61740754	61741188	61740504	61740627	61744704	61744813
16169	"HIF1A"	"HIF1A"	chr14	+	61740754	61741188	61738086	61738373	61744704	61744813
16170	"HIF1A"	"HIF1A"	chr14	+	61738086	61738373	61736888	61737109	61740504	61740627
16171	"HIF1A"	"HIF1A"	chr14	+	61738086	61738373	61736888	61737109	61740754	61741188
16172	"CNOT8"	"CNOT8"	chr5	+	154863206	154863395	154858518	154858768	154865191	154865385
16173	"CNOT8"	"CNOT8"	chr5	+	154863206	154863395	154858518	154858768	154870660	154870822
16174	"CNOT8"	"CNOT8"	chr5	+	154870660	154870822	154865191	154865385	154871729	154871874
16175	"CNOT8"	"CNOT8"	chr5	+	154865191	154865385	154863206	154863395	154870660	154870822
16176	"CNOT8"	"CNOT8"	chr5	+	154865191	154865385	154858518	154858768	154870660	154870822
16177	"CNOT8"	"CNOT8"	chr5	+	154867691	154867792	154865191	154865385	154870660	154870822
16178	"CCNB1"	"CCNB1"	chr5	+	69174250	69174409	69171269	69171452	69174876	69175113
16179	"RSPH9"	"RSPH9"	chr6	+	43666423	43666520	43656576	43656723	43670788	43671011
16180	"STAT2"	"STAT2"	chr12	-	56349588	56349636	56349425	56349509	56350411	56350432
16181	"STAT2"	"STAT2"	chr12	-	56349588	56349636	56349425	56349509	56350096	56350190
16182	"STAT2"	"STAT2"	chr12	-	56350096	56350190	56349588	56349636	56350411	56350432
16183	"STAT2"	"STAT2"	chr12	-	56350096	56350190	56349425	56349509	56350411	56350432
16184	"PIGX"	"PIGX"	chr3	+	196728701	196728755	196727922	196728136	196730991	196731092
16185	"ZNF75A"	"ZNF75A"	chr16	+	3308312	3308836	3305405	3305643	3311752	3311948
16186	"ZNF75A"	"ZNF75A"	chr16	+	3313048	3313175	3312676	3312768	3316911	3317022
16187	"MKL1"	"MKL1"	chr22	-	40423535	40423685	40420846	40421100	40424205	40424381
16188	"C2CD3"	"C2CD3"	chr11	-	74122987	74123135	74118227	74118382	74132843	74132972
16189	"C2CD3"	"C2CD3"	chr11	-	74161398	74161556	74139604	74139828	74168343	74168613
16190	"C2CD3"	"C2CD3"	chr11	-	74054606	74054671	74049336	74049542	74057405	74057544
16191	"TTC7A"	"TTC7A"	chr2	+	47047265	47047337	47046314	47046431	47049948	47050046
16192	"TTC7A"	"TTC7A"	chr2	+	46994356	46994514	46993449	46993528	46995135	46995199
16193	"BZRAP1"	"BZRAP1"	chr17	-	58325533	58325713	58324810	58325002	58326292	58326421
16194	"PCDH11Y"	"PCDH11Y"	chrY	+	5030898	5031067	5000225	5000605	5031905	5032011
