ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
876	"ANO1"	"ANO1"	chr11	+	70187737	70189546	70187737	70188097	70189068	70189546
877	"C19orf12"	"C19orf12"	chr19	-	29698885	29702977	29698885	29702792	29702847	29702977
878	"MYCL"	"MYCL"	chr1	-	39900938	39902015	39900938	39901443	39901807	39902015
879	"TP53"	"TP53"	chr17	-	7676381	7676622	7676381	7676403	7676520	7676622
880	"RPL13"	"RPL13"	chr16	+	89561577	89561751	89561577	89561598	89561739	89561751
881	"ACBD5"	"ACBD5"	chr10	-	27240318	27240879	27240318	27240484	27240673	27240879
882	"FZD6"	"FZD6"	chr8	+	103299955	103300284	103299955	103300084	103300199	103300284
883	"KCNK7"	"KCNK7"	chr11	-	65592854	65593874	65592854	65593210	65593475	65593874
884	"KCNK7"	"KCNK7"	chr11	-	65592854	65593874	65592854	65593383	65593475	65593874
885	"KCNK7"	"KCNK7"	chr11	-	65592854	65593383	65592854	65593210	65593309	65593383
886	"ADCY4"	"ADCY4"	chr14	-	24334493	24335071	24334493	24334682	24334983	24335071
887	"ADCY4"	"ADCY4"	chr14	-	24334493	24335071	24334493	24334678	24334983	24335071
888	"HDAC8"	"HDAC8"	chrX	-	72567581	72568030	72567581	72567796	72567888	72568030
889	"ARHGEF4"	"ARHGEF4"	chr2	+	131045368	131047253	131045368	131045446	131046037	131047253
890	"SLC25A1"	"SLC25A1"	chr22	-	19178132	19178505	19178132	19178240	19178386	19178505
891	"ARMCX4"	"ARMCX4"	chrX	+	101531643	101535988	101531643	101532012	101533083	101535988
892	"TNFRSF10B"	"TNFRSF10B"	chr8	-	23028330	23028602	23028330	23028441	23028528	23028602
893	"SOHLH1"	"SOHLH1"	chr9	-	135693408	135694457	135693408	135693814	135694386	135694457
894	"SBSN"	"SBSN"	chr19	-	35526643	35528351	35526643	35526877	35527906	35528351
895	"RANBP6"	"RANBP6"	chr9	-	6011018	6015640	6011018	6014356	6015471	6015640
896	"RANBP6"	"RANBP6"	chr9	-	6011018	6015640	6011018	6014356	6015412	6015640
897	"CRB3"	"CRB3"	chr19	+	6466465	6467219	6466465	6466609	6466950	6467219
898	"SAMD8"	"SAMD8"	chr10	+	75176065	75182123	75176065	75176216	75176387	75182123
899	"PIGO"	"PIGO"	chr9	-	35091239	35092767	35091239	35091291	35092542	35092767
900	"CCNG1"	"CCNG1"	chr5	+	163437570	163437804	163437570	163437659	163437759	163437804
901	"PLIN2"	"PLIN2"	chr9	-	19126113	19126448	19126113	19126309	19126396	19126448
902	"GLG1"	"GLG1"	chr16	-	74447427	74453334	74447427	74452131	74453170	74453334
903	"ARHGAP33"	"ARHGAP33"	chr19	+	35787167	35788822	35787167	35787559	35787643	35788822
904	"SNHG8"	"SNHG8"	chr4	+	118278761	118279137	118278761	118278792	118278943	118279137
905	"TRIM52-AS1"	"TRIM52-AS1"	chr5	+	181263627	181264566	181263627	181263766	181264051	181264566
906	"TRIM52-AS1"	"TRIM52-AS1"	chr5	+	181263627	181264566	181263627	181263789	181264051	181264566
907	"EFS"	"EFS"	chr14	-	23359316	23360039	23359316	23359694	23359922	23360039
908	"OXLD1"	"OXLD1"	chr17	-	81665035	81666637	81665035	81665584	81666163	81666637
909	"OXLD1"	"OXLD1"	chr17	-	81665035	81666637	81665035	81665584	81666517	81666637
910	"OXLD1"	"OXLD1"	chr17	-	81665035	81666637	81665035	81665584	81666276	81666637
911	"OXLD1"	"OXLD1"	chr17	-	81665035	81666637	81665035	81665584	81666145	81666637
912	"OXLD1"	"OXLD1"	chr17	-	81665035	81666637	81665035	81665584	81666149	81666637
913	"OXLD1"	"OXLD1"	chr17	-	81665035	81666637	81665035	81665584	81666154	81666637
914	"SKIL"	"SKIL"	chr3	+	170359698	170361429	170359698	170359876	170360367	170361429
915	"ZBTB10"	"ZBTB10"	chr8	+	80518402	80518579	80518402	80518438	80518510	80518579
916	"TRIM10"	"TRIM10"	chr6	-	1496020	1498564	1496020	1497849	1498388	1498564
917	"TRIM10"	"TRIM10"	chr6	-	1407075	1409615	1407075	1408900	1409439	1409615
918	"TRIM10"	"TRIM10"	chr6	-	1450870	1453414	1450870	1452699	1453238	1453414
919	"TRIM10"	"TRIM10"	chr6	-	1631754	1634294	1631754	1633579	1634118	1634294
920	"TRIM10"	"TRIM10"	chr6	-	30151945	30154486	30151945	30153771	30154310	30154486
921	"TRIM10"	"TRIM10"	chr6	-	1462668	1465208	1462668	1464493	1465032	1465208
922	"TRIM10"	"TRIM10"	chr6	-	1410040	1412582	1410040	1411867	1412406	1412582
923	"TRIM10"	"TRIM10"	chr6	-	1407863	1410403	1407863	1409688	1410227	1410403
924	"TSTD1"	"TSTD1"	chr1	-	161037631	161038075	161037631	161037826	161037912	161038075
925	"VSIG4"	"VSIG4"	chrX	-	66021737	66022862	66021737	66022500	66022840	66022862
926	"VSIG4"	"VSIG4"	chrX	-	66021737	66022862	66021737	66022166	66022840	66022862
927	"HRAS"	"HRAS"	chr11	-	532241	532755	532241	532522	532630	532755
928	"HRAS"	"HRAS"	chr11	-	61882	62396	61882	62163	62271	62396
929	"PAX6"	"PAX6"	chr11	-	31802703	31804237	31802703	31802834	31803951	31804237
930	"B3GAT1"	"B3GAT1"	chr11	-	134387547	134387940	134387547	134387694	134387826	134387940
931	"EARS2"	"EARS2"	chr16	-	23522012	23524454	23522012	23523417	23523510	23524454
932	"LINC00623"	"LINC00623"	chr1	+	120952438	120955811	120952438	120952785	120953219	120955811
933	"LINC00623"	"LINC00623"	chr1	+	120952438	120955811	120952438	120952625	120953219	120955811
934	"CSTF3"	"CSTF3"	chr11	-	33141430	33141986	33141430	33141762	33141884	33141986
935	"MDK"	"MDK"	chr11	+	46381710	46382133	46381710	46381885	46382056	46382133
936	"CTNS"	"CTNS"	chr17	+	3660235	3663103	3660235	3660350	3660616	3663103
937	"LINC01015"	"LINC01015"	chr6	+	796522	799039	796522	796639	797550	799039
938	"LINC01015"	"LINC01015"	chr6	+	1017514	1020031	1017514	1017631	1018542	1020031
939	"LINC01015"	"LINC01015"	chr6	+	29531051	29533568	29531051	29531168	29532079	29533568
940	"LINC01015"	"LINC01015"	chr6	+	796182	798699	796182	796299	797210	798699
941	"LINC01015"	"LINC01015"	chr6	+	796718	799235	796718	796835	797746	799235
942	"LINC01015"	"LINC01015"	chr6	+	796578	799095	796578	796695	797606	799095
943	"LINC01015"	"LINC01015"	chr6	+	796433	798950	796433	796550	797461	798950
944	"LINC01015"	"LINC01015"	chr6	+	840067	842584	840067	840184	841095	842584
945	"THPO"	"THPO"	chr3	-	184371934	184373178	184371934	184372981	184373097	184373178
946	"RUFY1"	"RUFY1"	chr5	+	179559691	179560198	179559691	179559835	179560024	179560198
947	"GREM1"	"GREM1"	chr15	+	4945271	4949251	4945271	4945386	4945509	4949251
948	"GREM1"	"GREM1"	chr15	+	4945271	4949251	4945271	4945299	4945509	4949251
949	"GREM1"	"GREM1"	chr15	+	32730689	32734669	32730689	32730717	32730927	32734669
950	"GREM1"	"GREM1"	chr15	+	32730689	32734669	32730689	32730804	32730927	32734669
951	"MED22"	"MED22"	chr9	-	133340900	133344333	133340900	133341694	133344124	133344333
952	"GLRA2"	"GLRA2"	chrX	+	14529297	14530125	14529297	14529519	14529947	14530125
953	"C14orf132"	"C14orf132"	chr14	+	96086510	96093971	96086510	96086762	96093521	96093971
954	"MCL1"	"MCL1"	chr1	-	150578842	150579738	150578842	150578963	150579422	150579738
955	"C5orf24"	"C5orf24"	chr5	+	134854897	134859735	134854897	134855327	134857356	134859735
956	"DUSP22"	"DUSP22"	chr6	+	348768	351355	348768	348841	350821	351355
957	"RNF103"	"RNF103"	chr2	-	86622660	86623877	86622660	86622827	86623815	86623877
958	"AVPR2"	"AVPR2"	chrX	+	153905531	153907166	153905531	153906416	153906522	153907166
959	"CCNYL1"	"CCNYL1"	chr2	+	207711539	207712116	207711539	207711685	207711937	207712116
960	"U2AF1L4"	"U2AF1L4"	chr19	-	35744069	35744421	35744069	35744145	35744322	35744421
961	"KLK5"	"KLK5"	chr19	-	50952746	50953088	50952746	50952814	50952949	50953088
962	"SDK1"	"SDK1"	chr7	+	4265123	4268999	4265123	4265248	4268677	4268999
963	"NEIL2"	"NEIL2"	chr8	+	11769662	11770335	11769662	11769791	11770173	11770335
964	"NF2"	"NF2"	chr22	+	29683019	29683915	29683019	29683064	29683700	29683915
965	"SUN3"	"SUN3"	chr7	-	48028816	48029119	48028816	48028944	48029028	48029119
966	"NDUFA2"	"NDUFA2"	chr5	-	140647255	140647785	140647255	140647362	140647482	140647785
967	"EFEMP2"	"EFEMP2"	chr11	-	65866440	65867079	65866440	65866712	65866844	65867079
968	"CD164"	"CD164"	chr6	-	109366513	109369017	109366513	109368325	109368921	109369017
969	"TAOK2"	"TAOK2"	chr16	+	29986264	29988405	29986264	29986504	29986843	29988405
970	"ANKRD33"	"ANKRD33"	chr12	+	51890583	51891721	51890583	51890985	51891185	51891721
971	"GRIN2A"	"GRIN2A"	chr16	-	9753404	9764948	9753404	9763428	9763771	9764948
972	"SLC41A3"	"SLC41A3"	chr3	-	126006356	126007225	126006356	126006564	126007113	126007225
973	"LRTOMT"	"LRTOMT"	chr11	+	72094947	72096892	72094947	72095096	72095378	72096892
974	"LRTOMT"	"LRTOMT"	chr11	+	72094947	72096892	72094947	72095096	72096722	72096892
975	"PTGES2"	"PTGES2"	chr9	-	128125243	128125441	128125243	128125283	128125375	128125441
976	"ZSWIM7"	"ZSWIM7"	chr17	-	15976560	15978163	15976560	15977913	15978043	15978163
977	"P2RX2"	"P2RX2"	chr12	+	132621474	132622386	132621474	132621540	132621618	132622386
978	"P2RX2"	"P2RX2"	chr12	+	132621618	132622386	132621618	132621696	132621897	132622386
979	"ASTN2"	"ASTN2"	chr9	-	116425224	116426088	116425224	116425626	116425909	116426088
980	"ASTN2"	"ASTN2"	chr9	-	116425224	116426088	116425224	116425626	116425854	116426088
981	"ASTN2"	"ASTN2"	chr9	-	116425224	116426088	116425224	116425626	116425875	116426088
982	"ZNF438"	"ZNF438"	chr10	-	30848530	30850367	30848530	30849443	30850221	30850367
983	"THUMPD1"	"THUMPD1"	chr16	-	20733665	20737286	20733665	20736358	20736859	20737286
984	"GCDH"	"GCDH"	chr19	+	12891486	12891974	12891486	12891522	12891830	12891974
985	"TTLL3"	"TTLL3"	chr3	+	9809959	9810709	9809959	9810394	9810620	9810709
986	"TTLL3"	"TTLL3"	chr3	+	9834680	9836356	9834680	9834907	9835093	9836356
987	"ADARB1"	"ADARB1"	chr21	+	45222017	45226563	45222017	45223577	45225546	45226563
988	"ADARB1"	"ADARB1"	chr21	+	45222017	45226563	45222017	45222107	45225546	45226563
989	"ZNF154"	"ZNF154"	chr19	-	57696274	57701145	57696274	57697841	57700987	57701145
990	"ZNF154"	"ZNF154"	chr19	-	57696274	57702788	57696274	57701145	57701237	57702788
991	"SLC35F5"	"SLC35F5"	chr2	-	113712791	113715195	113712791	113715041	113715157	113715195
992	"LOC100286922"	"LOC100286922"	chr2	-	233754315	233755345	233754315	233754791	233755143	233755345
993	"LOC100286922"	"LOC100286922"	chr2	-	233754315	233755345	233754315	233754791	233755006	233755345
994	"BAD"	"BAD"	chr11	-	64284181	64284704	64284181	64284376	64284630	64284704
995	"IFNL4"	"IFNL4"	chr19	-	39248428	39248856	39248428	39248513	39248515	39248856
996	"JRKL"	"JRKL"	chr11	+	96389993	96393563	96389993	96390073	96390482	96393563
997	"ITGAX"	"ITGAX"	chr16	+	31381802	31382997	31381802	31381896	31382467	31382997
998	"CNR1"	"CNR1"	chr6	-	88139865	88145337	88139865	88145113	88145212	88145337
999	"PHF8"	"PHF8"	chrX	-	53936679	53939246	53936679	53938059	53939161	53939246
1000	"CSF3"	"CSF3"	chr17	+	40015360	40015845	40015360	40015514	40015690	40015845
1001	"DRD3"	"DRD3"	chr3	-	114131117	114131400	114131117	114131165	114131264	114131400
1002	"RABL2A"	"RABL2A"	chr2	+	113642030	113643398	113642030	113642145	113643189	113643398
1003	"SYNM"	"SYNM"	chr15	+	99129366	99135595	99129366	99131813	99132749	99135595
1004	"CDK5RAP3"	"CDK5RAP3"	chr17	+	47981436	47981786	47981436	47981459	47981586	47981786
1005	"CDK5RAP3"	"CDK5RAP3"	chr17	+	47974399	47975337	47974399	47974448	47975158	47975337
1006	"CDK5RAP3"	"CDK5RAP3"	chr17	+	47975513	47976013	47975513	47975653	47975868	47976013
1007	"LCE1C"	"LCE1C"	chr1	-	152804834	152805498	152804834	152805344	152805434	152805498
1008	"FAM96B"	"FAM96B"	chr16	-	66933986	66934423	66933986	66934064	66934220	66934423
1009	"FAM96B"	"FAM96B"	chr16	-	66933986	66934423	66933986	66934166	66934256	66934423
1010	"RBM19"	"RBM19"	chr12	-	113822053	113823321	113822053	113822646	113823208	113823321
1011	"CD8A"	"CD8A"	chr2	-	86790776	86791714	86790776	86791095	86791509	86791714
1012	"NGDN"	"NGDN"	chr14	+	23477502	23478193	23477502	23477560	23478006	23478193
1013	"LOC90768"	"LOC90768"	chr4	-	182138659	182143545	182138659	182141484	182143437	182143545
1014	"HPN"	"HPN"	chr19	+	35041721	35042522	35041721	35041872	35042452	35042522
1015	"NFATC4"	"NFATC4"	chr14	+	24376293	24379606	24376293	24376554	24377637	24379606
1016	"NFATC4"	"NFATC4"	chr14	+	24376293	24379606	24376293	24376878	24377637	24379606
1017	"SERPINA9"	"SERPINA9"	chr14	-	94469212	94469857	94469212	94469324	94469624	94469857
1018	"TWF1"	"TWF1"	chr12	-	43805830	43806375	43805830	43805885	43806220	43806375
1019	"MUC21"	"MUC21"	chr6	+	2241853	2242614	2241853	2242461	2242465	2242614
1020	"DNAJB2"	"DNAJB2"	chr2	+	219284631	219286900	219284631	219284835	219285986	219286900
1021	"PSMD13"	"PSMD13"	chr11	+	244040	244216	244040	244075	244160	244216
1022	"ACRV1"	"ACRV1"	chr11	-	125677796	125678297	125677796	125678018	125678228	125678297
1023	"ACRV1"	"ACRV1"	chr11	-	125677796	125678297	125677796	125678063	125678228	125678297
1024	"TYMP"	"TYMP"	chr22	-	50529495	50530085	50529495	50529719	50529903	50530085
1025	"TYMP"	"TYMP"	chr22	-	50529495	50530085	50529495	50529731	50529903	50530085
1026	"TYMP"	"TYMP"	chr22	-	50529495	50530085	50529495	50529754	50529903	50530085
1027	"ST3GAL1"	"ST3GAL1"	chr8	-	133475718	133476600	133475718	133476074	133476277	133476600
1028	"PRM2"	"PRM2"	chr16	-	11275635	11275937	11275635	11275751	11275836	11275937
1029	"PTTG1"	"PTTG1"	chr5	+	160421909	160422403	160421909	160422155	160422301	160422403
1030	"SMARCC2"	"SMARCC2"	chr12	-	56164302	56164731	56164302	56164368	56164647	56164731
1031	"PAQR6"	"PAQR6"	chr1	-	156245781	156246250	156245781	156245987	156246122	156246250
1032	"GLYCTK"	"GLYCTK"	chr3	+	52292259	52295256	52292259	52293192	52293306	52295256
1033	"GLYCTK"	"GLYCTK"	chr3	+	52292259	52293192	52292259	52292569	52293045	52293192
1034	"UXT"	"UXT"	chrX	-	47658829	47659180	47658829	47658936	47659114	47659180
1035	"MYLK-AS1"	"MYLK-AS1"	chr3	+	123585512	123585801	123585512	123585553	123585646	123585801
1036	"ITGB6"	"ITGB6"	chr2	-	160200002	160200313	160200002	160200078	160200185	160200313
1037	"TDRD10"	"TDRD10"	chr1	+	154547408	154548147	154547408	154547479	154547677	154548147
1038	"LINC01024"	"LINC01024"	chr5	-	140106295	140108012	140106295	140106461	140107098	140108012
1039	"LINC01024"	"LINC01024"	chr5	-	140106295	140108012	140106295	140106490	140107408	140108012
1040	"TCF7"	"TCF7"	chr5	+	134115606	134116033	134115606	134115674	134115908	134116033
1041	"SMOX"	"SMOX"	chr20	+	4182088	4182848	4182088	4182323	4182482	4182848
1042	"GSTK1"	"GSTK1"	chr7	+	143264991	143265296	143264991	143265092	143265260	143265296
1043	"FXYD5"	"FXYD5"	chr19	+	35154768	35155611	35154768	35154869	35155550	35155611
1044	"USP20"	"USP20"	chr9	+	129880112	129881838	129880112	129880289	129880466	129881838
1045	"HS3ST3B1"	"HS3ST3B1"	chr17	+	14345027	14349404	14345027	14345702	14348001	14349404
1046	"SLC22A23"	"SLC22A23"	chr6	-	3268973	3273412	3268973	3272491	3272828	3273412
1047	"GFAP"	"GFAP"	chr17	-	44909666	44910658	44909666	44910260	44910614	44910658
1048	"LINC-PINT"	"LINC-PINT"	chr7	-	130944159	130945835	130944159	130944889	130945719	130945835
1049	"C1QTNF9B"	"C1QTNF9B"	chr13	-	23891098	23892061	23891098	23891511	23892025	23892061
1050	"CD59"	"CD59"	chr11	-	33722378	33722727	33722378	33722463	33722570	33722727
1051	"CD59"	"CD59"	chr11	-	33722378	33722727	33722378	33722463	33722635	33722727
1052	"RPL28"	"RPL28"	chr19	+	55387929	55392083	55387929	55388048	55391553	55392083
1053	"RPL28"	"RPL28"	chr19	+	55387929	55392083	55387929	55388048	55388242	55392083
1054	"ATG3"	"ATG3"	chr3	-	112532506	112534337	112532506	112532780	112534268	112534337
1055	"BDNF"	"BDNF"	chr11	-	27654894	27659649	27654894	27658585	27658819	27659649
1056	"WDR89"	"WDR89"	chr14	-	63641298	63641923	63641298	63641407	63641803	63641923
1057	"BAIAP2"	"BAIAP2"	chr17	+	81115769	81117432	81115769	81115817	81116229	81117432
1058	"HCG18"	"HCG18"	chr6	-	30287396	30294964	30287396	30292599	30294470	30294964
1059	"HCG18"	"HCG18"	chr6	-	1597644	1605212	1597644	1602846	1604718	1605212
1060	"HCG18"	"HCG18"	chr6	-	1585866	1593434	1585866	1591069	1592940	1593434
1061	"HCG18"	"HCG18"	chr6	-	1767090	1774658	1767090	1772293	1774164	1774658
1062	"HCG18"	"HCG18"	chr6	-	1542489	1550057	1542489	1547692	1549563	1550057
1063	"HCG18"	"HCG18"	chr6	-	1616900	1624468	1616900	1622103	1623974	1624468
1064	"HCG18"	"HCG18"	chr6	-	1543257	1550825	1543257	1548460	1550331	1550825
1065	"LRRC75A-AS1"	"LRRC75A-AS1"	chr17	+	16438986	16439414	16438986	16439029	16439326	16439414
1066	"LRRC75A-AS1"	"LRRC75A-AS1"	chr17	+	16438986	16439414	16438986	16439060	16439326	16439414
1067	"LRRC74B"	"LRRC74B"	chr22	+	21047883	21049157	21047883	21048016	21048950	21049157
1068	"PLCXD1"	"PLCXD1"	chrX	+	299096	303355	299096	299392	302592	303355
1069	"ARFRP1"	"ARFRP1"	chr20	-	63698641	63700702	63698641	63700530	63700601	63700702
1070	"TOR2A"	"TOR2A"	chr9	-	127731523	127733560	127731523	127732278	127733384	127733560
1071	"ACSBG2"	"ACSBG2"	chr19	+	6135632	6135909	6135632	6135663	6135823	6135909
1072	"ORC2"	"ORC2"	chr2	-	200913294	200913992	200913294	200913413	200913930	200913992
1073	"ZNF281"	"ZNF281"	chr1	-	200404946	200409723	200404946	200409452	200409560	200409723
1074	"APOL3"	"APOL3"	chr22	-	36149045	36149371	36149045	36149142	36149258	36149371
1075	"ARHGDIA"	"ARHGDIA"	chr17	-	81867718	81869075	81867718	81868943	81869055	81869075
1076	"ARHGDIA"	"ARHGDIA"	chr17	-	81867718	81869075	81867718	81868584	81868988	81869075
1077	"ARHGDIA"	"ARHGDIA"	chr17	-	81869329	81869625	81869329	81869406	81869541	81869625
1078	"KCTD2"	"KCTD2"	chr17	+	75047183	75047589	75047183	75047299	75047418	75047589
1079	"LRSAM1"	"LRSAM1"	chr9	+	127451485	127452084	127451485	127451669	127451928	127452084
1080	"RELL2"	"RELL2"	chr5	+	141636949	141638409	141636949	141637741	141638169	141638409
1081	"UNC119"	"UNC119"	chr17	-	28546706	28547849	28546706	28547409	28547676	28547849
1082	"EIF6"	"EIF6"	chr20	-	35284175	35284492	35284175	35284261	35284380	35284492
1083	"EIF6"	"EIF6"	chr20	-	35284380	35284717	35284380	35284492	35284696	35284717
1084	"IL32"	"IL32"	chr16	+	3067376	3067613	3067376	3067415	3067553	3067613
1085	"IL32"	"IL32"	chr16	+	3068989	3069667	3068989	3069109	3069280	3069667
1086	"H2AFJ"	"H2AFJ"	chr12	+	14774335	14778002	14774335	14774976	14775290	14778002
1087	"AGER"	"AGER"	chr6	-	3407081	3407523	3407081	3407188	3407371	3407523
1088	"AGER"	"AGER"	chr6	-	3622232	3622674	3622232	3622339	3622522	3622674
1089	"AGER"	"AGER"	chr6	-	3488861	3489303	3488861	3488968	3489151	3489303
1090	"AGER"	"AGER"	chr6	-	3525899	3526341	3525899	3526006	3526189	3526341
1091	"AGER"	"AGER"	chr6	-	3516482	3516924	3516482	3516589	3516772	3516924
1092	"AGER"	"AGER"	chr6	-	3500087	3500529	3500087	3500194	3500377	3500529
1093	"AGER"	"AGER"	chr6	-	32183880	32184322	32183880	32183987	32184170	32184322
1094	"C12orf74"	"C12orf74"	chr12	+	92706470	92708549	92706470	92707138	92707649	92708549
1095	"MIEF1"	"MIEF1"	chr22	+	39513516	39518134	39513516	39514224	39515229	39518134
1096	"SALL2"	"SALL2"	chr14	-	21521080	21525654	21521080	21522244	21525336	21525654
1097	"SLC10A3"	"SLC10A3"	chrX	-	154490306	154490690	154490306	154490358	154490593	154490690
1098	"SLC10A3"	"SLC10A3"	chrX	-	154487305	154489082	154487305	154488496	154488583	154489082
1099	"MIR22HG"	"MIR22HG"	chr17	-	141531	144042	141531	142427	143730	144042
1100	"MIR22HG"	"MIR22HG"	chr17	-	141531	144042	141531	142923	143730	144042
1101	"MIR22HG"	"MIR22HG"	chr17	-	1711503	1714014	1711503	1712895	1713702	1714014
1102	"MIR22HG"	"MIR22HG"	chr17	-	1711503	1714014	1711503	1712399	1713702	1714014
1103	"GPX8"	"GPX8"	chr5	+	55160117	55160396	55160117	55160243	55160329	55160396
1104	"ZNF12"	"ZNF12"	chr7	-	6688433	6692703	6688433	6692487	6692601	6692703
1105	"CCL4L2"	"CCL4L2"	chr17	+	446679	447782	446679	446794	447196	447782
1106	"CCL4L2"	"CCL4L2"	chr17	+	339448	340542	339448	339563	340160	340542
1107	"CCL4L2"	"CCL4L2"	chr17	+	339448	340542	339448	339563	340038	340542
1108	"CCL4L2"	"CCL4L2"	chr17	+	339448	340542	339448	339563	339967	340542
1109	"CCL4L2"	"CCL4L2"	chr17	+	339448	340542	339448	339563	339987	340542
1110	"CCL4L2"	"CCL4L2"	chr17	+	339448	340542	339448	339563	340008	340542
1111	"CCL4L2"	"CCL4L2"	chr17	+	58624	59718	58624	58739	59184	59718
1112	"CCL4L2"	"CCL4L2"	chr17	+	36104527	36105621	36104527	36104642	36105117	36105621
1113	"CCL4L2"	"CCL4L2"	chr17	+	36104527	36105621	36104527	36104642	36105087	36105621
1114	"CCL4L2"	"CCL4L2"	chr17	+	36104527	36105621	36104527	36104642	36105066	36105621
1115	"CCL4L2"	"CCL4L2"	chr17	+	36104527	36105621	36104527	36104642	36105239	36105621
1116	"CCL4L2"	"CCL4L2"	chr17	+	36104527	36105621	36104527	36104642	36105046	36105621
1117	"CCL4L2"	"CCL4L2"	chr17	+	36211775	36212878	36211775	36211890	36212312	36212878
1118	"CCL4L2"	"CCL4L2"	chr17	+	36211775	36212878	36211775	36211890	36212292	36212878
1119	"CCL4L2"	"CCL4L2"	chr17	+	36211775	36212878	36211775	36211890	36212302	36212878
1120	"CCL4L2"	"CCL4L2"	chr17	+	36211775	36212878	36211775	36211890	36212333	36212878
1121	"CCL4L2"	"CCL4L2"	chr17	+	36211775	36212878	36211775	36211890	36212363	36212878
1122	"CCL4L2"	"CCL4L2"	chr17	+	36211775	36212878	36211775	36211890	36212496	36212878
1123	"CCL4L2"	"CCL4L2"	chr17	+	165912	167015	165912	166027	166439	167015
1124	"CCL4L2"	"CCL4L2"	chr17	+	165912	167015	165912	166027	166470	167015
1125	"CCL4L2"	"CCL4L2"	chr17	+	446679	447782	446679	446794	447267	447782
1126	"CCL4L2"	"CCL4L2"	chr17	+	165912	167015	165912	166027	166633	167015
1127	"CCL4L2"	"CCL4L2"	chr17	+	165912	167015	165912	166027	166429	167015
1128	"CCL4L2"	"CCL4L2"	chr17	+	446679	447782	446679	446794	447206	447782
1129	"CCL4L2"	"CCL4L2"	chr17	+	446679	447782	446679	446794	447216	447782
1130	"CCL4L2"	"CCL4L2"	chr17	+	446679	447782	446679	446794	447237	447782
1131	"CCL4L2"	"CCL4L2"	chr17	+	446679	447782	446679	446794	447400	447782
1132	"CCL4L2"	"CCL4L2"	chr17	+	165912	167015	165912	166027	166449	167015
1133	"CCL4L2"	"CCL4L2"	chr17	+	165912	167015	165912	166027	166500	167015
1134	"CCL4L2"	"CCL4L2"	chr17	+	58624	59718	58624	58739	59214	59718
1135	"CCL4L2"	"CCL4L2"	chr17	+	58624	59718	58624	58739	59143	59718
1136	"CCL4L2"	"CCL4L2"	chr17	+	58624	59718	58624	58739	59163	59718
1137	"TSEN2"	"TSEN2"	chr3	+	12503261	12503784	12503261	12503469	12503646	12503784
1138	"ADGRF3"	"ADGRF3"	chr2	-	26308172	26309581	26308172	26309107	26309525	26309581
1139	"PRB4"	"PRB4"	chr12	-	503183	503845	503183	503404	503611	503845
1140	"PRB4"	"PRB4"	chr12	-	11308220	11308882	11308220	11308441	11308648	11308882
1141	"KRTAP19-6"	"KRTAP19-6"	chr21	-	30541534	30541864	30541534	30541662	30541663	30541864
