IID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
9828	"Rapgef2"	"Rapgef2"	chr3	-	79082623	79082647	79081061	79081285	79083198	79083322
9829	"Capn3"	"Capn3"	chr2	+	120486332	120486476	120485180	120485349	120488073	120488157
9830	"Jmjd7"	"Jmjd7"	chr2	+	120031306	120031402	120030815	120030872	120031574	120031651
9831	"Cacna2d3"	"Cacna2d3"	chr14	-	29124665	29124683	29104953	29105025	29170503	29170637
9832	"Gla"	"Gla"	chrX	-	134593633	134593725	134592064	134592226	134595179	134595357
9833	"Usp48"	"Usp48"	chr4	+	137634897	137635008	137633342	137633465	137637759	137637890
9834	"Usp48"	"Usp48"	chr4	+	137633832	137633894	137633342	137633465	137634897	137635008
9835	"Usp48"	"Usp48"	chr4	+	137628173	137628245	137625159	137625287	137633113	137633238
9836	"Usp48"	"Usp48"	chr4	+	137638155	137638262	137637759	137637890	137644342	137644498
9837	"Usp48"	"Usp48"	chr4	+	137636933	137636987	137634897	137635008	137637759	137637890
9838	"Usp48"	"Usp48"	chr4	+	137637759	137637890	137634897	137635008	137644342	137644498
9839	"Usp48"	"Usp48"	chr4	+	137639205	137639310	137638155	137638262	137644342	137644498
9840	"Rcsd1"	"Rcsd1"	chr1	-	165664948	165665050	165659372	165659444	165707890	165708094
9841	"Rcsd1"	"Rcsd1"	chr1	-	165663565	165663655	165659372	165659444	165664948	165665050
9842	"Rcsd1"	"Rcsd1"	chr1	-	165655304	165656036	165648944	165650210	165657498	165657702
9843	"Usp15"	"Usp15"	chr10	-	123168226	123168372	123146793	123146938	123171099	123171226
9844	"Usp15"	"Usp15"	chr10	-	123146793	123146938	123132955	123133129	123168226	123168372
9845	"Usp15"	"Usp15"	chr10	-	123131251	123131410	123130940	123131165	123132955	123133129
9846	"Usp15"	"Usp15"	chr10	-	123163592	123163654	123146793	123146938	123168226	123168372
9847	"Usp15"	"Usp15"	chr10	-	123163592	123163654	123153040	123153127	123168226	123168372
9848	"Usp15"	"Usp15"	chr10	-	123153040	123153127	123146793	123146938	123168226	123168372
9849	"Usp15"	"Usp15"	chr10	-	123153040	123153127	123146793	123146938	123163592	123163654
9850	"Scamp4"	"Scamp4"	chr10	+	80609329	80609458	80608802	80608850	80611027	80611129
9851	"Scamp4"	"Scamp4"	chr10	+	80609640	80609797	80609329	80609458	80611027	80611129
9852	"Cd9"	"Cd9"	chr6	-	125472408	125472511	125464389	125464487	125494573	125494755
9853	"Nfic"	"Nfic"	chr10	-	81403351	81403428	81396190	81401071	81404823	81405008
9854	"Nfic"	"Nfic"	chr10	-	81406088	81406214	81404823	81405008	81407554	81407679
9855	"Gnb1"	"Gnb1"	chr4	+	155515630	155515679	155491360	155491580	155527412	155527509
9856	"Gnb1"	"Gnb1"	chr4	+	155533696	155533735	155527412	155527509	155535357	155535464
9857	"Agk"	"Agk"	chr6	+	40347411	40347451	40329492	40329599	40352352	40352432
9858	"Agk"	"Agk"	chr6	+	40368580	40368675	40366740	40366773	40376221	40376291
9859	"Bcl11b"	"Bcl11b"	chr12	-	107989464	107989830	107910402	107917414	108003085	108003414
9860	"Bcl11b"	"Bcl11b"	chr12	-	107965671	107965887	107910402	107917414	107989464	107989830
9861	"Tmem183a"	"Tmem183a"	chr1	-	134355559	134355713	134354660	134354841	134360756	134360924
9862	"Tmem183a"	"Tmem183a"	chr1	-	134355559	134355716	134354660	134354841	134360756	134360924
9863	"Morf4l1"	"Morf4l1"	chr9	-	90095120	90095209	90094354	90094527	90096502	90096604
9864	"Morf4l1"	"Morf4l1"	chr9	-	90102299	90102386	90100442	90100523	90107234	90107302
9865	"Morf4l1"	"Morf4l1"	chr9	-	90096502	90096604	90095120	90095209	90097371	90097460
9866	"Morf4l1"	"Morf4l1"	chr9	-	90103654	90103771	90102299	90102386	90107234	90107302
9867	"Morf4l1"	"Morf4l1"	chr9	-	90093733	90093818	90091668	90092402	90094354	90094527
9868	"Acin1"	"Acin1"	chr14	-	54653213	54653278	54651716	54651858	54653534	54653685
9869	"Acin1"	"Acin1"	chr14	-	54678742	54678862	54667072	54667161	54679240	54679352
9870	"Tmem205"	"Tmem205"	chr9	-	21923137	21923270	21921008	21921349	21925990	21926154
9871	"Carns1"	"Carns1"	chr19	-	4175004	4175031	4172958	4173220	4175393	4175479
9872	"Rpl36a"	"Rpl36a"	chrX	+	134586510	134586578	134586077	134586183	134587450	134587573
9873	"Trip10"	"Trip10"	chr17	+	57250954	57251011	57250741	57250857	57253261	57253409
9874	"Trip10"	"Trip10"	chr17	+	57256859	57257027	57255272	57255467	57257234	57257344
9875	"Mad2l2"	"Mad2l2"	chr4	+	148140914	148141033	148140489	148140834	148142985	148143057
9876	"Mad2l2"	"Mad2l2"	chr4	+	148143541	148143642	148142985	148143057	148144263	148144358
9877	"Mapre2"	"Mapre2"	chr18	+	23772603	23772659	23753724	23753869	23832852	23832980
9878	"Eftud2"	"Eftud2"	chr11	-	102871019	102871185	102870167	102870246	102877609	102877718
9879	"Eftud2"	"Eftud2"	chr11	-	102871019	102871182	102870167	102870246	102877609	102877718
9880	"Fbxl13"	"Fbxl13"	chr5	-	21524453	21524552	21523799	21523917	21543659	21543789
9881	"Cep78"	"Cep78"	chr19	-	15959531	15959700	15955772	15956403	15960942	15961109
9882	"Tiprl"	"Tiprl"	chr1	-	165220098	165220194	165217782	165217845	165222528	165222660
9883	"Tiprl"	"Tiprl"	chr1	-	165222528	165222660	165220098	165220194	165227504	165227604
9884	"Fam228b"	"Fam228b"	chr12	-	4762326	4762407	4748263	4748351	4762999	4763191
9885	"Arhgef33"	"Arhgef33"	chr17	+	80352679	80352739	80349419	80349586	80354978	80355203
9886	"Atp2b4"	"Atp2b4"	chr1	-	133711631	133711822	133702673	133706996	133715053	133715230
9887	"Ptprc"	"Ptprc"	chr1	-	138116953	138117025	138115618	138115642	138126302	138126326
9888	"Ptprc"	"Ptprc"	chr1	-	138117753	138117894	138116953	138117025	138120019	138120166
9889	"Urod"	"Urod"	chr4	-	116992563	116992725	116991620	116991758	116992825	116993023
9890	"Urod"	"Urod"	chr4	-	116993247	116993310	116992825	116993023	116993387	116993467
9891	"Ccar1"	"Ccar1"	chr10	-	62764323	62764534	62763439	62763523	62765266	62765433
9892	"Ccar1"	"Ccar1"	chr10	-	62747343	62747464	62746900	62747086	62750546	62750693
9893	"Ccar1"	"Ccar1"	chr10	-	62760093	62760279	62756482	62756674	62763439	62763523
9894	"Cpxm2"	"Cpxm2"	chr7	-	132057633	132057813	132054730	132055028	132059733	132059930
9895	"Cpxm2"	"Cpxm2"	chr7	-	132143667	132143766	132128351	132128461	132154285	132154741
9896	"Rnf215"	"Rnf215"	chr11	+	4137211	4137368	4136711	4136797	4139738	4139858
9897	"Ap3d1"	"Ap3d1"	chr10	-	80712111	80712207	80710688	80710832	80712595	80712667
9898	"Ap3d1"	"Ap3d1"	chr10	-	80713556	80713630	80712764	80712930	80713972	80714160
9899	"Ap3d1"	"Ap3d1"	chr10	-	80721590	80721640	80721119	80721168	80722912	80722962
9900	"Ap3d1"	"Ap3d1"	chr10	-	80716473	80716619	80715870	80716012	80717698	80717930
9901	"Camk2d"	"Camk2d"	chr3	+	126841484	126841573	126840136	126840365	126842757	126845054
9902	"Atp5d"	"Atp5d"	chr10	+	80145218	80145307	80143831	80143985	80145422	80145818
9903	"Zbtb10"	"Zbtb10"	chr3	+	9278253	9278352	9264534	9265420	9279955	9280132
9904	"Arpc5"	"Arpc5"	chr1	+	152771363	152771540	152768860	152768933	152774259	152775580
9905	"Dnajc13"	"Dnajc13"	chr9	-	104237135	104237177	104233533	104233734	104237576	104237726
9906	"Dnajc13"	"Dnajc13"	chr9	-	104156813	104156913	104151596	104152423	104160478	104160622
9907	"Dnajc13"	"Dnajc13"	chr9	-	104192105	104192151	104190320	104190475	104192613	104192768
9908	"Chd2"	"Chd2"	chr7	-	73507805	73507913	73504987	73505128	73515725	73515812
9909	"Chd2"	"Chd2"	chr7	-	73507805	73507913	73504987	73505128	73514089	73514151
9910	"Chd2"	"Chd2"	chr7	-	73540771	73540904	73519476	73519708	73541245	73541746
9911	"Chd2"	"Chd2"	chr7	-	73500934	73501035	73499938	73499983	73501908	73502134
9912	"Chd2"	"Chd2"	chr7	-	73435734	73435978	73426651	73430000	73441585	73441799
9913	"Chd2"	"Chd2"	chr7	-	73514089	73514151	73504987	73505128	73515725	73515812
9914	"Chd2"	"Chd2"	chr7	-	73514089	73514151	73507805	73507913	73515725	73515812
9915	"Arih2"	"Arih2"	chr9	-	108613725	108613835	108611632	108611750	108615024	108615146
9916	"Ankrd10"	"Ankrd10"	chr8	-	11623696	11623858	11619061	11619297	11628438	11628530
9917	"Ankrd10"	"Ankrd10"	chr8	-	11620261	11620373	11619061	11619297	11628438	11628530
9918	"Ppfibp1"	"Ppfibp1"	chr6	+	146999661	146999694	146998166	146998281	147000940	147001002
9919	"Homer1"	"Homer1"	chr13	+	93386344	93386380	93355939	93356079	93387523	93387680
9920	"Taf1b"	"Taf1b"	chr12	+	24523101	24523201	24516858	24517009	24544270	24544418
9921	"Taf1b"	"Taf1b"	chr12	+	24523101	24523201	24516858	24517009	24549418	24549509
9922	"Taf1b"	"Taf1b"	chr12	+	24509083	24509181	24504946	24505034	24509453	24509549
9923	"Rbm25"	"Rbm25"	chr12	+	83675043	83675318	83674338	83674663	83676081	83676180
9924	"Rbm25"	"Rbm25"	chr12	+	83660307	83660361	83659422	83659608	83660594	83660678
9925	"Tanc1"	"Tanc1"	chr2	+	59758464	59758569	59724660	59724849	59771131	59771262
9926	"Hivep3"	"Hivep3"	chr4	+	120122871	120123047	120103711	120103854	120128275	120128362
9927	"Apobr"	"Apobr"	chr7	+	126585375	126587811	126585007	126585068	126587896	126588162
9928	"3110052M02Rik"	"3110052M02Rik"	chr17	+	21658912	21659039	21657518	21657611	21661314	21664966
9929	"Tbck"	"Tbck"	chr3	+	132694382	132694455	132686771	132686992	132705512	132705627
9930	"Cand1"	"Cand1"	chr10	-	119209973	119210069	119208272	119208442	119210654	119212148
9931	"Synpr"	"Synpr"	chr14	+	13608569	13608761	13562917	13563116	13613723	13615469
9932	"Abi3bp"	"Abi3bp"	chr16	+	56594461	56594536	56592603	56592681	56642488	56642560
9933	"Abi3bp"	"Abi3bp"	chr16	+	56650710	56650770	56647024	56647099	56652136	56652217
9934	"Abi3bp"	"Abi3bp"	chr16	+	56651306	56651354	56650710	56650770	56652136	56652217
9935	"Pqbp1"	"Pqbp1"	chrX	-	7895164	7895228	7894518	7894867	7895603	7895882
9936	"Ranbp9"	"Ranbp9"	chr13	-	43436089	43436142	43434813	43434981	43461711	43461823
9937	"Ranbp9"	"Ranbp9"	chr13	-	43461711	43461823	43436089	43436142	43480411	43480973
9938	"Ranbp9"	"Ranbp9"	chr13	-	43413982	43414104	43412410	43412562	43416324	43416469
9939	"Terf1"	"Terf1"	chr1	+	15815885	15815972	15813040	15813162	15818933	15819083
9940	"Terf1"	"Terf1"	chr1	+	15833400	15833489	15831506	15831566	15838181	15838288
9941	"Fuom"	"Fuom"	chr7	-	140101331	140101402	140101089	140101188	140101600	140101669
9942	"Trf"	"Trf"	chr9	-	103222050	103222228	103220892	103221044	103222934	103223113
9943	"Usp31"	"Usp31"	chr7	-	121661345	121661465	121658887	121659113	121666803	121666933
9944	"Sun2"	"Sun2"	chr15	-	79738819	79739010	79738519	79738660	79739720	79739881
9945	"Sun2"	"Sun2"	chr15	-	79737472	79737568	79737065	79737159	79738519	79738660
9946	"Hspa4l"	"Hspa4l"	chr3	+	40772546	40772743	40770510	40770644	40779334	40779433
9947	"Oma1"	"Oma1"	chr4	+	103328837	103328966	103325292	103325400	103331304	103331379
9948	"Oma1"	"Oma1"	chr4	+	103353501	103353651	103331304	103331379	103365972	103366428
9949	"Oma1"	"Oma1"	chr4	+	103331304	103331379	103325292	103325400	103353501	103353651
9950	"Men1"	"Men1"	chr19	+	6339338	6339503	6338825	6338961	6339686	6340894
9951	"Ipo4"	"Ipo4"	chr14	-	55634279	55634409	55634014	55634194	55635004	55635046
9952	"Reps2"	"Reps2"	chrX	-	162512678	162512732	162471794	162471856	162514278	162514351
9953	"Reps2"	"Reps2"	chrX	-	162503770	162503907	162471794	162471856	162514278	162514351
9954	"Dos"	"Dos"	chr10	-	80136689	80136743	80136349	80136494	80136873	80136938
9955	"Slc6a15"	"Slc6a15"	chr10	+	103369371	103369468	103367807	103368153	103389026	103389341
9956	"Pecam1"	"Pecam1"	chr11	-	106671741	106671798	106654217	106655162	106679548	106679611
9957	"Cyp4f14"	"Cyp4f14"	chr17	-	32911156	32911278	32909121	32909392	32911438	32911566
9958	"Meis2"	"Meis2"	chr2	-	115866809	115866904	115861263	115864513	115867268	115867379
9959	"Dennd2d"	"Dennd2d"	chr3	+	106483064	106483162	106482449	106482713	106486872	106487048
9960	"Dennd2d"	"Dennd2d"	chr3	+	106494830	106495008	106492428	106492577	106498817	106498859
9961	"Dennd2d"	"Dennd2d"	chr3	+	106498817	106498859	106494830	106495008	106499220	106499305
9962	"Dsc3"	"Dsc3"	chr18	-	19963648	19963691	19960929	19963569	19965627	19965882
9963	"B4galt1"	"B4galt1"	chr4	-	40807732	40807837	40804581	40807317	40809678	40809801
9964	"Gper1"	"Gper1"	chr5	+	139423660	139423872	139423178	139423354	139425679	139427800
9965	"Shfm1"	"Shfm1"	chr6	-	6560407	6560501	6558274	6558491	6578478	6578658
9966	"Dcaf6"	"Dcaf6"	chr1	-	165336744	165336833	165333288	165333394	165338187	165338344
9967	"Dcaf6"	"Dcaf6"	chr1	-	165357428	165357546	165351960	165352076	165388657	165388915
9968	"Chchd6"	"Chchd6"	chr6	-	89467389	89467473	89419747	89419818	89567586	89567731
9969	"Chchd6"	"Chchd6"	chr6	-	89574367	89574590	89569342	89569412	89595458	89595652
9970	"Pmp2"	"Pmp2"	chr3	-	10182120	10182222	10179850	10180800	10182381	10182554
9971	"Tmx1"	"Tmx1"	chr12	+	70458778	70458907	70456580	70456626	70460344	70460390
9972	"Tmx1"	"Tmx1"	chr12	+	70460344	70460390	70458778	70458907	70460478	70460580
9973	"Clrn1"	"Clrn1"	chr3	-	58864971	58865151	58844027	58846451	58884787	58885212
9974	"Clrn1"	"Clrn1"	chr3	-	58872700	58872754	58864971	58865151	58884787	58885212
9975	"Zfp512"	"Zfp512"	chr5	+	31453154	31453213	31452435	31452577	31465445	31465633
9976	"Zfp512"	"Zfp512"	chr5	+	31466231	31466336	31465445	31465633	31466591	31466675
9977	"Baat"	"Baat"	chr4	-	49499635	49499838	49489417	49490413	49502654	49503171
9978	"Cenpu"	"Cenpu"	chr8	+	46569970	46570079	46568609	46568679	46572751	46572830
9979	"Ccdc85a"	"Ccdc85a"	chr11	-	28396045	28396165	28385683	28388948	28434080	28434157
9980	"Ccdc85a"	"Ccdc85a"	chr11	-	28434080	28434157	28385683	28388948	28576390	28577345
9981	"Nosip"	"Nosip"	chr7	+	45074605	45074687	45073981	45074087	45076068	45076228
9982	"Trnau1ap"	"Trnau1ap"	chr4	-	132319454	132319574	132314204	132314367	132325207	132325260
9983	"Trnau1ap"	"Trnau1ap"	chr4	-	132321678	132321810	132319454	132319574	132325207	132325260
9984	"6430710C18Rik"	"6430710C18Rik"	chr2	-	72792176	72792275	72788117	72788236	72800069	72800277
9985	"Scfd1"	"Scfd1"	chr12	+	51422906	51423003	51415514	51415596	51426037	51426108
9986	"Scfd1"	"Scfd1"	chr12	+	51415514	51415596	51414849	51414923	51422906	51423003
9987	"Scfd1"	"Scfd1"	chr12	+	51447571	51447640	51445670	51445736	51449906	51450096
9988	"Lpin3"	"Lpin3"	chr2	+	160901657	160901750	160899759	160899829	160901832	160901876
9989	"Lpin3"	"Lpin3"	chr2	+	160895750	160895831	160895322	160895573	160896749	160896870
9990	"Sspo"	"Sspo"	chr6	+	48500370	48500521	48498643	48498774	48501076	48501250
9991	"Sspo"	"Sspo"	chr6	+	48458969	48459166	48458105	48458240	48459302	48459430
9992	"Sspo"	"Sspo"	chr6	+	48449105	48449188	48448496	48448679	48449364	48449544
9993	"Sspo"	"Sspo"	chr6	+	48449105	48449188	48448496	48448679	48449734	48449979
9994	"Sspo"	"Sspo"	chr6	+	48494071	48494188	48493744	48493903	48494823	48494962
9995	"Sspo"	"Sspo"	chr6	+	48454683	48454859	48453975	48454093	48454938	48455163
9996	"Sspo"	"Sspo"	chr6	+	48460376	48460546	48460199	48460293	48460770	48461004
9997	"Sspo"	"Sspo"	chr6	+	48496618	48496665	48496379	48496522	48497374	48497583
9998	"Sspo"	"Sspo"	chr6	+	48467597	48467748	48466956	48467084	48467836	48467990
9999	"Sspo"	"Sspo"	chr6	+	48470877	48471021	48470426	48470591	48472393	48472564
10000	"Sspo"	"Sspo"	chr6	+	48472648	48472813	48472393	48472564	48473381	48473561
10001	"Sspo"	"Sspo"	chr6	+	48453975	48454093	48452934	48453079	48454683	48454859
10002	"Sspo"	"Sspo"	chr6	+	48482653	48482823	48481236	48481316	48483294	48483341
10003	"Sspo"	"Sspo"	chr6	+	48468456	48468520	48467836	48467990	48469156	48469220
10004	"Sspo"	"Sspo"	chr6	+	48491408	48491576	48490817	48491162	48492097	48492228
10005	"Sspo"	"Sspo"	chr6	+	48496379	48496522	48496135	48496263	48497374	48497583
10006	"Sspo"	"Sspo"	chr6	+	48481236	48481316	48480958	48481129	48482653	48482823
10007	"Sspo"	"Sspo"	chr6	+	48478266	48478398	48477770	48477941	48478610	48478756
10008	"Sspo"	"Sspo"	chr6	+	48475787	48475952	48475357	48475531	48476472	48476722
10009	"Sspo"	"Sspo"	chr6	+	48496135	48496263	48495107	48495310	48497374	48497583
10010	"Sspo"	"Sspo"	chr6	+	48462112	48462349	48461470	48461692	48463306	48463398
10011	"Sspo"	"Sspo"	chr6	+	48486600	48486824	48486299	48486460	48487042	48487084
10012	"Sspo"	"Sspo"	chr6	+	48449364	48449544	48448496	48448679	48449734	48449979
10013	"Sspo"	"Sspo"	chr6	+	48449364	48449544	48449105	48449188	48449734	48449979
10014	"Sspo"	"Sspo"	chr6	+	48498332	48498402	48498110	48498206	48498643	48498774
10015	"Tap1"	"Tap1"	chr17	+	34189429	34189560	34189177	34189292	34190562	34190768
10016	"Tap1"	"Tap1"	chr17	+	34190562	34190768	34189429	34189560	34191328	34191526
10017	"Irf8"	"Irf8"	chr8	+	120754387	120754503	120753352	120753733	120754998	120756692
10018	"Irf8"	"Irf8"	chr8	+	120743705	120743889	120739816	120739991	120745619	120745708
10019	"Irf8"	"Irf8"	chr8	+	120743705	120743889	120739816	120739991	120753352	120753733
10020	"Ppp2r2a"	"Ppp2r2a"	chr14	-	67038874	67038972	67028864	67029030	67070234	67070309
10021	"Fam126b"	"Fam126b"	chr1	-	58565856	58565954	58557976	58558057	58586211	58586333
10022	"Prpf4"	"Prpf4"	chr4	+	62411695	62411882	62409574	62409752	62414542	62414630
10023	"Ddx4"	"Ddx4"	chr13	-	112641149	112641227	112635967	112636045	112644508	112644566
10024	"Lrp11"	"Lrp11"	chr10	+	7602828	7602954	7598706	7598848	7604173	7604383
10025	"Ppp4r1"	"Ppp4r1"	chr17	+	65824259	65824789	65815922	65816050	65829374	65829547
10026	"Ppp4r1"	"Ppp4r1"	chr17	+	65783623	65783668	65783354	65783449	65803159	65803295
10027	"F420014N23Rik"	"F420014N23Rik"	chr10	+	127196768	127196867	127195248	127195524	127197136	127197194
10028	"Etf1"	"Etf1"	chr18	-	34910115	34910254	34909744	34909935	34913553	34913693
10029	"Etf1"	"Etf1"	chr18	-	34909142	34909272	34908041	34908197	34909744	34909935
10030	"Acvr1c"	"Acvr1c"	chr2	-	58283388	58283545	58281596	58281721	58284831	58284999
10031	"Acvr1c"	"Acvr1c"	chr2	-	58295925	58296165	58287680	58287911	58315792	58316023
10032	"Mbip"	"Mbip"	chr12	-	56340200	56340297	56337763	56337829	56340384	56340603
10033	"Hdac4"	"Hdac4"	chr1	-	92012668	92012819	92002154	92002275	92029954	92030196
10034	"Guk1"	"Guk1"	chr11	-	59186773	59186887	59186399	59186441	59191750	59191952
10035	"Wdr82"	"Wdr82"	chr9	+	106183615	106183715	106180565	106180632	106184179	106184296
10036	"Has2"	"Has2"	chr15	-	56669888	56669990	56665626	56668588	56681577	56682204
10037	"Has2"	"Has2"	chr15	-	56681577	56682204	56669888	56669990	56693993	56694546
10038	"Brpf1"	"Brpf1"	chr6	+	113319667	113319952	113319037	113319361	113320433	113320581
10039	"Stx8"	"Stx8"	chr11	+	68020905	68020998	68011314	68011439	68109276	68109378
10040	"Dimt1"	"Dimt1"	chr13	+	106953433	106953498	106952315	106952408	106957093	106957200
10041	"Dimt1"	"Dimt1"	chr13	+	106954675	106954739	106953433	106953498	106957093	106957200
10042	"Atad5"	"Atad5"	chr11	+	80131203	80131382	80127256	80127437	80132464	80133306
10043	"Suco"	"Suco"	chr1	-	161844788	161844880	161844001	161844067	161845302	161845358
10044	"Suco"	"Suco"	chr1	-	161838753	161838822	161837718	161837809	161844001	161844067
10045	"Suco"	"Suco"	chr1	-	161845559	161845580	161845302	161845358	161847204	161847310
10046	"Klc2"	"Klc2"	chr19	-	5110196	5110264	5109732	5109841	5110366	5110416
10047	"Iah1"	"Iah1"	chr12	+	21321333	21321455	21319769	21319931	21323288	21323607
10048	"Plekha6"	"Plekha6"	chr1	+	133274792	133274879	133273857	133274374	133281782	133281863
10049	"Plekha6"	"Plekha6"	chr1	+	133274792	133274879	133273857	133274374	133280338	133280407
10050	"Plekha6"	"Plekha6"	chr1	+	133280338	133280407	133273857	133274374	133281782	133281863
10051	"Plekha6"	"Plekha6"	chr1	+	133280338	133280407	133274792	133274879	133281782	133281863
10052	"Plekha6"	"Plekha6"	chr1	+	133298919	133299043	133293953	133294087	133299708	133303435
10053	"Plekha6"	"Plekha6"	chr1	+	133294562	133294708	133293953	133294087	133298919	133299043
10054	"Plekha6"	"Plekha6"	chr1	+	133286246	133286396	133285246	133285386	133287469	133287599
10055	"Sp3os"	"Sp3os"	chr2	+	72987527	72987632	72979431	72979595	72988371	72989249
10056	"Grip1"	"Grip1"	chr10	+	119985473	119985629	119978437	119978607	119986331	119986484
10057	"Grip1"	"Grip1"	chr10	+	120050231	120050276	120050004	120050116	120054832	120055066
10058	"Grip1"	"Grip1"	chr10	+	120038598	120038793	120038290	120038430	120049350	120049507
10059	"Grip1"	"Grip1"	chr10	+	119897714	119897795	119819388	119819634	119929900	119930036
10060	"Grip1"	"Grip1"	chr10	+	119897714	119897795	119454033	119454422	119929900	119930036
10061	"Pds5a"	"Pds5a"	chr5	-	65631712	65631781	65629918	65630055	65634171	65634330
10062	"Pds5a"	"Pds5a"	chr5	-	65652387	65652533	65651144	65651296	65654004	65654099
10063	"Rph3a"	"Rph3a"	chr5	-	120980129	120980141	120973297	120973444	120986436	120986513
10064	"Tmod3"	"Tmod3"	chr9	-	75504839	75504984	75497783	75500150	75507380	75507524
10065	"Rprd2"	"Rprd2"	chr3	-	95786319	95786451	95785053	95785106	95787283	95787384
10066	"Lzts2"	"Lzts2"	chr19	+	45023541	45024204	45021386	45021836	45024718	45024979
10067	"Lzts2"	"Lzts2"	chr19	+	45021386	45021836	45015175	45015323	45024718	45024979
10068	"Lzts2"	"Lzts2"	chr19	+	45021386	45021836	45015209	45015313	45024718	45024979
10069	"Zmiz2"	"Zmiz2"	chr11	+	6398261	6398339	6397506	6397686	6398555	6398724
10070	"Zmiz2"	"Zmiz2"	chr11	+	6397506	6397686	6397028	6397289	6398555	6398724
10071	"Zmiz2"	"Zmiz2"	chr11	+	6402406	6402474	6401097	6401255	6402803	6402872
10072	"Alpk1"	"Alpk1"	chr3	-	127685237	127685314	127684341	127684437	127686256	127686343
10073	"Alpk1"	"Alpk1"	chr3	-	127686256	127686343	127684341	127684437	127687581	127687641
10074	"Tnik"	"Tnik"	chr3	+	28594906	28594993	28594021	28594132	28596071	28596260
10075	"Tnik"	"Tnik"	chr3	+	28625198	28625222	28623010	28623108	28630430	28630615
10076	"Atp6v1d"	"Atp6v1d"	chr12	-	78850471	78850539	78849739	78849784	78852264	78852344
10077	"Atp6v1d"	"Atp6v1d"	chr12	-	78852264	78852344	78849739	78849784	78857226	78857344
10078	"Vil1"	"Vil1"	chr1	+	74432290	74432431	74430616	74430685	74434877	74435560
10079	"Rnf183"	"Rnf183"	chr4	-	62430477	62430559	62427541	62428601	62434464	62434726
10080	"Tspan14"	"Tspan14"	chr14	-	40934187	40934285	40918629	40918680	40966775	40966807
10081	"Tspan14"	"Tspan14"	chr14	-	40934187	40934285	40916802	40916949	40966775	40966807
10082	"Tspan14"	"Tspan14"	chr14	-	40918629	40918680	40916802	40916949	40934187	40934285
10083	"Tspan14"	"Tspan14"	chr14	-	40918629	40918680	40916802	40916949	40966775	40966807
10084	"Galnt5"	"Galnt5"	chr2	+	58032106	58032187	58027836	58028160	58035198	58035360
10085	"Tbc1d22b"	"Tbc1d22b"	chr17	+	29564431	29564488	29549801	29549994	29568391	29568699
10086	"App"	"App"	chr16	-	84971407	84971461	84965669	84965770	84978063	84978285
10087	"App"	"App"	chr16	-	85040250	85040307	85030231	85030365	85043575	85043743
10088	"App"	"App"	chr16	-	84978063	84978285	84965669	84965770	85013626	85013726
10089	"App"	"App"	chr16	-	85043575	85043743	85030231	85030365	85056323	85056526
10090	"Dak"	"Dak"	chr19	-	10596197	10596282	10596011	10596101	10596357	10596392
10091	"Dak"	"Dak"	chr19	-	10599307	10599418	10599031	10599213	10600570	10600760
10092	"Scnm1"	"Scnm1"	chr3	-	95130163	95130358	95129718	95129883	95132824	95132913
10093	"Scnm1"	"Scnm1"	chr3	-	95132824	95132913	95129718	95129883	95133016	95133111
10094	"Ube2e2"	"Ube2e2"	chr14	-	18871493	18871544	18630298	18630431	18888265	18888449
10095	"Lrriq1"	"Lrriq1"	chr10	-	103200556	103200707	103189831	103190025	103202357	103202510
10096	"Lrriq1"	"Lrriq1"	chr10	-	103234012	103234157	103227175	103227302	103236275	103236322
10097	"Ccny"	"Ccny"	chr18	-	9386734	9386809	9377793	9377828	9449517	9450150
10098	"H2-K1"	"H2-K1"	chr17	-	33996615	33996654	33996011	33996503	33997037	33997157
10099	"H2-K1"	"H2-K1"	chr17	-	33996615	33996654	33996011	33996503	33996826	33996859
10100	"H2-K1"	"H2-K1"	chr17	-	33997037	33997157	33996826	33996859	33997284	33997560
10101	"H2-K1"	"H2-K1"	chr17	-	33996826	33996859	33996615	33996654	33997037	33997157
10102	"H2-K1"	"H2-K1"	chr17	-	33996826	33996859	33996011	33996503	33997037	33997157
10103	"A330102I10Rik"	"A330102I10Rik"	chr13	+	29023630	29023723	29023175	29023212	29028421	29028804
10104	"Unc93b1"	"Unc93b1"	chr19	+	3941519	3941681	3936268	3936422	3941884	3942017
10105	"Unc93b1"	"Unc93b1"	chr19	+	3944022	3944296	3943528	3943711	3947006	3947125
10106	"St7l"	"St7l"	chr3	+	104889285	104889440	104874826	104874942	104891463	104891561
10107	"St7l"	"St7l"	chr3	+	104882792	104882871	104874826	104874942	104889285	104889440
10108	"St7l"	"St7l"	chr3	+	104868023	104868106	104864505	104865308	104870845	104871011
10109	"Nadsyn1"	"Nadsyn1"	chr7	-	143812489	143812607	143811168	143811300	143812762	143812851
10110	"Nadsyn1"	"Nadsyn1"	chr7	-	143803195	143803302	143799790	143799922	143804013	143804149
10111	"Nadsyn1"	"Nadsyn1"	chr7	-	143821171	143821232	143819092	143819209	143822658	143822841
10112	"Tsga10"	"Tsga10"	chr1	-	37815531	37815686	37810971	37811027	37819524	37819640
10113	"Tsga10"	"Tsga10"	chr1	-	37783816	37784026	37763306	37763509	37801719	37801905
